x y z
-0.567 -0.307 8.649
-0.121 0.035 9.712
0.477 0.573 11.952
-1.309 -0.476 10.332
-1.472 -0.380 9.488
0.269 -0.269 10.470
0.319 -0.246 11.122
-0.730 -0.108 7.911
-1.580 -0.244 10.046
0.255 0.045 9.401
1.116 -0.687 9.921
-0.477 0.252 10.564
-1.041 0.259 11.740
-1.150 0.628 8.926
0.086 1.162 10.700
-0.433 -0.981 11.090
-0.689 0.209 9.788
-0.296 0.759 9.238
-0.553 -0.166 10.665
0.071 -1.296 8.335
0.623 -0.438 10.887
-1.165 0.574 12.141
-0.522 0.809 10.840
0.504 1.020 7.973
-0.588 -0.479 9.480
-0.810 -1.323 11.467
1.037 0.516 8.274
-1.153 -0.272 12.677
-1.104 0.027 8.055
-0.703 -0.327 11.656
0.473 -0.385 9.301
0.873 -1.177 9.175
0.386 0.766 10.987
-1.324 0.340 11.192
-1.257 0.569 10.475
-0.232 0.444 9.828
0.063 -0.250 11.863
0.148 0.078 9.753
-1.337 -0.394 8.959
-1.386 -0.367 11.787
0.479 0.008 7.872
-0.094 -0.636 10.537
-0.830 -0.386 10.530
-1.229 0.720 12.178
0.143 1.485 7.289
0.261 -0.045 10.384
-0.785 -1.318 10.759
-0.589 0.092 8.492
-0.785 0.745 10.490
-0.681 0.567 7.539
-1.552 -1.117 11.392
0.644 -1.110 7.824
1.212 -0.364 12.312
-0.485 0.926 10.829
-1.734 0.213 10.970
-2.003 0.307 8.663
-0.437 0.495 8.582
0.604 -0.109 11.052
-0.441 -1.454 10.558
-1.192 0.163 10.611
-0.965 0.170 11.420
-0.806 0.028 7.883
0.054 -0.235 8.691
-0.092 -0.175 9.488
-0.883 0.355 10.192
0.351 1.679 12.685
0.000 0.906 11.288
-1.330 -0.811 9.069
-0.275 -0.845 10.773
0.050 0.366 9.574
-1.007 -0.217 10.544
-1.046 -0.210 8.445
-0.042 -0.086 10.080
1.019 -0.174 10.414
-0.511 -0.290 10.500
-0.693 0.189 8.837
-0.472 0.897 11.032
-0.255 0.173 8.011
-0.399 -0.084 8.706
-0.997 -0.119 9.031
-0.567 0.060 10.636
-0.383 -1.184 9.460
-0.053 -1.131 8.221
-0.357 0.529 9.336
-0.724 1.226 10.646
-1.320 0.720 10.741
-0.275 0.854 7.509
-0.466 -0.394 9.545
-0.675 -1.198 10.761
-0.029 -0.080 10.176
-0.931 0.460 8.167
-1.560 0.175 12.899
-0.056 0.751 8.764
-0.493 -1.226 7.241
0.095 -0.960 7.260
0.736 0.867 14.094
-0.360 0.272 10.088
-2.186 -0.136 12.143
-0.957 0.050 10.847
-0.162 0.296 9.190
-0.533 -0.625 9.318
-1.354 -0.696 10.956
-0.899 -0.245 10.111
-0.826 -0.461 12.048
-0.176 -0.622 7.007
0.338 0.173 10.152
-0.901 0.515 11.610
-0.855 0.636 9.802
-0.456 1.247 9.016
-0.723 -0.148 9.188
-0.546 -1.102 12.158
-0.134 0.209 7.810
-1.732 0.354 13.488
-0.525 0.300 8.998
-0.324 -0.500 10.153
0.664 -1.386 8.687
0.923 -0.227 9.550
-0.651 0.727 12.465
-1.621 -0.292 7.828
-1.426 -0.171 12.174
-0.195 -0.346 7.661
0.294 -1.031 13.173
-0.394 -0.534 8.402
-1.233 0.368 11.912
-0.769 -0.204 9.904
-0.139 -1.172 6.370
0.319 -1.024 8.800
0.317 -0.218 8.728
-1.353 0.433 10.156
-0.377 0.576 11.517
-0.217 -0.092 10.888
-1.293 -0.717 10.426
-1.070 -0.754 10.690
-0.535 0.665 7.728
-0.705 0.023 13.297
0.505 0.154 9.167
0.109 -0.666 8.301
0.012 -0.151 9.513
-0.269 -0.171 8.372
-0.445 -0.063 10.823
-0.400 -0.117 9.715
-0.708 0.000 12.362
-0.886 0.413 9.406
-0.814 -0.104 12.919
-0.676 -0.132 9.440
-0.069 -1.008 10.315
0.400 -1.925 10.447
-0.124 -0.993 8.687
0.015 1.274 9.400
-0.954 0.643 12.426
-1.430 0.160 8.609
-0.412 -0.615 9.453
-0.221 -0.659 9.648
-1.725 -0.760 12.857
-0.294 0.705 9.738
-1.209 0.355 11.234
-0.862 -0.026 12.793
0.542 0.321 7.728
-0.670 -0.829 8.551
-0.170 -0.509 7.085
-0.109 0.141 13.355
-0.057 -0.346 10.430
-0.945 -0.077 10.925
-1.744 0.088 12.150
-1.540 0.203 8.718
0.114 0.010 12.407
-0.464 -0.857 9.631
-1.130 -0.777 9.200
-0.243 -0.112 10.502
-0.335 -0.476 6.967
0.556 -0.663 9.577
0.106 -0.306 11.316
-1.403 0.253 9.768
-1.547 0.660 8.837
-0.636 1.037 9.112
-0.154 -0.621 10.490
-1.234 -1.531 11.475
-0.945 0.762 10.350
-0.533 0.571 10.144
-0.145 -0.934 9.806
0.051 -1.281 7.959
1.012 -0.006 9.629
-0.095 0.186 12.016
-0.763 0.241 9.376
-1.460 -0.589 8.794
-0.433 -0.528 11.559
-0.285 -0.201 10.052
-0.860 0.127 12.541
-0.532 0.267 9.269
-0.407 -0.355 11.523
0.371 -0.904 7.375
-0.155 -1.202 8.207
-0.114 -0.948 9.872
-0.826 0.042 10.050
-1.092 0.246 11.024
0.233 0.217 11.119
-1.015 -0.575 10.983
-1.598 -0.167 8.483
-2.158 -0.491 10.187
-0.770 0.440 6.919
0.036 -0.859 14.290
0.455 0.107 9.843
-0.204 0.046 7.473
-0.227 -0.033 9.790
0.205 -0.443 7.514
-0.623 -0.696 10.327
-1.193 -0.117 9.640
-1.103 0.988 12.398
-0.904 0.698 10.963
0.157 -0.489 12.648
-0.415 -0.671 10.604
-1.184 -0.724 11.072
0.541 -0.179 7.316
-0.054 -1.089 9.770
0.223 -0.199 9.120
-0.221 0.829 11.617
-1.075 0.642 11.059
-1.621 -0.619 8.789
0.173 0.031 8.890
-0.562 -1.200 10.134
-0.944 -0.301 11.651
-0.626 1.085 9.772
-1.003 0.867 11.191
0.278 0.203 10.589
0.073 -0.666 5.669
-0.127 -1.408 9.188
-0.264 -0.060 7.480
0.223 0.597 13.199
-0.226 0.142 8.357
-1.632 0.535 12.312
-0.870 0.257 9.486
-1.390 0.009 10.518
0.447 0.223 9.078
-0.999 -0.878 11.595
-1.070 -0.861 12.020
0.180 0.025 8.544
-1.027 -1.097 8.978
0.582 -0.214 8.246
-0.297 0.134 13.370
-1.744 -0.281 8.278
-1.748 0.151 9.958
0.394 0.930 10.929
-0.418 -1.157 8.268
-0.814 -1.463 11.879
-0.822 0.779 11.557
-0.455 -0.005 8.707
0.435 -0.019 8.213
-0.060 -1.463 8.679
-0.073 -0.534 8.300
0.105 -0.379 11.192
-0.720 -0.484 9.203
-2.313 -0.791 11.039
-1.691 -0.095 11.361
0.114 0.486 10.245
-0.619 -0.340 12.479
0.013 0.288 8.155
-0.785 0.022 9.538
0.209 -0.721 8.472
0.221 -1.029 7.534
0.311 -1.095 8.597
-0.257 -0.239 10.950
-0.921 0.674 10.595
-0.271 -0.008 12.340
-0.162 -0.279 9.015
-0.936 -0.960 9.498
-1.106 -0.400 10.122
-0.366 -0.008 10.077
-0.064 -0.661 12.736
-0.053 -0.080 8.525
0.517 -0.472 7.924
0.114 -1.003 7.191
-0.129 -1.203 8.818
-0.287 -0.433 11.061
-1.281 -0.066 9.595
-1.025 0.677 11.807
-0.653 -0.177 11.063
-0.051 -0.168 11.414
-0.309 -0.415 10.814
-1.711 -0.006 10.792
-0.029 -0.244 6.435
0.689 -1.775 11.072
1.053 -0.344 7.243
0.435 0.357 11.669
-1.361 0.946 11.121
-1.655 -0.205 8.810
0.383 -0.323 9.870
-0.138 -1.376 9.561
-1.679 -0.437 11.901
-0.748 0.455 10.476
-0.505 1.021 9.668
0.165 0.036 12.223
0.328 -0.645 6.910
0.348 -1.531 8.307
-0.209 -0.865 7.868
-0.353 -0.669 10.382
0.483 0.273 11.387
-1.161 0.801 12.756
-1.902 -0.336 9.672
-1.460 -0.097 10.329
0.718 -0.623 11.106
0.215 -0.450 8.574
-1.390 -0.995 12.524
0.331 0.145 9.519
0.078 -0.782 6.293
0.711 -0.552 11.113
-0.424 0.113 9.309
-1.268 0.511 11.461
-1.195 0.139 9.887
0.188 0.434 9.595
-0.715 -1.779 11.971
-0.025 -0.634 11.541
-1.161 0.748 11.828
-1.295 0.421 12.816
0.409 0.117 9.566
0.561 -1.335 7.772
0.655 -1.237 8.362
0.406 -0.179 11.949
-0.495 0.534 11.928
-1.507 -0.214 10.344
-1.535 0.001 11.368
-0.075 -0.125 10.436
-0.004 -0.514 11.089
-0.687 0.183 9.520
-0.641 0.556 10.767
-0.329 0.095 9.866
-0.360 -1.100 6.751
0.712 -1.278 10.368
-0.242 0.187 9.290
-0.933 0.927 12.348
-0.493 0.909 11.716
-0.470 0.501 11.276
-1.389 -1.045 9.456
-0.904 -0.124 10.324
-0.522 0.652 10.647
-0.941 -0.477 11.984
0.327 -0.036 10.452
0.664 -0.134 8.161
0.366 -1.016 10.779
-0.046 -0.408 8.661
-0.946 0.333 10.306
-1.138 0.318 10.236
-0.666 0.011 12.188
-0.754 -0.485 11.337
-0.113 -0.108 12.057
-0.984 -0.123 10.514
-1.024 -0.317 11.952
0.318 -0.931 8.906
0.623 -1.350 9.377
1.085 -0.355 9.171
-0.453 1.008 10.898
-1.948 0.558 11.266
-0.600 0.541 8.458
0.068 -0.670 10.251
-1.306 -1.725 10.174
-0.669 -0.232 12.349
-0.338 0.991 8.699
-1.007 0.890 13.087
0.576 0.765 8.142
-0.226 -1.471 7.808
0.460 -2.166 10.021
0.444 -0.067 6.196
0.200 0.762 15.997
-1.370 -0.166 10.274
-1.569 0.382 12.575
-1.109 -0.251 8.585
0.357 0.043 11.737
0.588 -0.117 9.841
-1.547 -1.063 12.170
-0.025 -0.480 9.581
-0.032 -0.931 8.124
-0.567 -1.042 10.915
-0.097 -0.236 8.284
-0.951 0.231 14.389
-1.184 -0.121 7.601
-0.637 0.966 11.890
-0.770 -0.671 9.689
-0.776 -1.277 12.473
-0.459 -0.661 10.981
-1.071 0.899 11.506
-0.208 0.635 9.453
0.205 -0.778 9.235
0.362 -0.753 7.627
0.820 -0.069 11.353
-0.136 0.470 13.601
-1.150 -0.014 8.353
-2.167 0.153 11.427
-0.599 0.197 9.211
0.386 0.068 12.115
0.054 0.117 7.210
-1.223 0.321 8.835
-0.567 -0.010 9.704
0.015 -0.906 7.980
0.400 -1.713 7.662
-0.054 -0.305 9.616
-1.083 1.269 9.885
-0.727 1.190 11.304
-0.440 1.305 10.116
-1.344 -1.351 11.418
-1.165 -0.921 8.264
0.036 0.526 9.331
-0.533 0.322 13.863
-0.200 0.065 9.812
0.161 0.007 11.300
0.431 -0.349 8.219
-0.002 -0.627 8.058
-0.461 0.349 10.058
-1.573 -0.020 10.680
-1.383 0.571 12.501
-0.528 0.603 10.994
0.193 -0.019 12.416
-0.531 -0.307 8.816
-1.117 -0.369 10.775
0.010 -0.634 7.720
0.889 -1.299 8.949
1.265 -0.564 7.939
-0.033 0.982 11.034
-1.863 0.167 10.330
-0.826 0.414 8.175
0.768 -0.331 8.584
-0.976 -1.392 10.881
-1.249 -0.922 11.468
-0.422 0.843 9.818
-0.302 0.925 10.911
0.523 0.016 8.454
-0.137 -0.863 7.141
0.221 -1.421 9.039
-0.022 -0.269 6.383
-0.081 0.419 13.460
-0.629 0.124 9.522
-1.373 0.573 12.143
-1.291 0.064 8.706
-1.151 0.239 10.546
0.456 0.136 10.217
-0.845 -0.770 10.851
-0.051 -0.271 10.561
-0.181 -0.806 7.592
-0.191 -0.468 9.137
0.151 -0.008 9.075
-0.159 0.378 12.034
-1.279 -0.035 9.554
0.139 1.256 9.200
-0.485 -0.860 11.393
-0.525 -1.247 10.071
-0.431 -1.005 11.464
-0.653 0.785 10.576
-0.361 0.378 10.072
-0.221 -0.869 8.620
0.727 -0.692 7.777
0.530 -0.373 10.846
0.209 0.195 12.257
-1.177 0.349 9.054
-2.037 0.250 10.134
-1.074 0.232 7.926
0.552 -0.176 13.777
0.041 -0.336 7.247
-1.012 -0.041 8.852
-0.674 -0.075 10.408
-0.230 -0.632 7.348
0.486 -0.519 8.586
-0.675 -0.172 10.177
-1.378 0.412 10.984
-0.470 0.540 13.230
0.234 -0.052 10.213
-1.811 -1.568 10.919
-0.990 -0.388 9.809
0.242 0.633 11.366
-0.557 -0.725 8.791
-0.750 -0.663 8.699
-0.097 -0.431 8.280
0.924 -0.246 9.639
-0.576 -1.108 10.708
-0.485 0.304 8.398
-1.238 0.886 11.588
-1.243 0.233 12.231
0.253 -0.150 9.096
-0.455 -0.535 11.537
-1.113 0.226 11.460
-0.407 -0.060 8.739
0.633 -1.377 8.796
0.763 -1.420 8.789
0.062 0.887 9.577
-1.609 0.681 11.845
-0.392 0.664 9.392
0.153 -0.292 8.105
-1.302 -2.048 11.427
-0.324 -1.048 11.642
0.097 1.079 9.204
-1.622 -0.045 12.030
0.190 0.345 9.049
-0.205 -1.248 8.722
0.063 -1.393 6.517
0.577 -0.885 10.612
0.456 0.814 10.722
-1.886 -0.022 11.486
-0.713 0.065 12.255
-0.432 -0.568 8.486
0.425 -0.462 11.044
-0.136 -0.064 10.269
-1.691 -0.200 10.493
-0.415 -0.773 12.265
0.631 -0.955 6.534
0.473 -0.712 11.051
-1.066 0.995 11.158
-1.531 0.703 13.179
-0.234 0.953 6.958
-0.016 -1.040 12.158
-0.242 -1.289 9.358
-0.870 -0.138 10.321
-0.701 1.204 10.517
-0.180 1.066 8.990
-0.726 -1.369 12.117
0.814 -1.495 6.266
1.932 0.170 12.677
-0.428 1.103 10.979
-2.335 -0.059 9.443
-2.337 -0.303 8.766
-1.236 -0.414 8.372
0.850 -0.257 12.667
0.070 -0.643 9.574
-1.596 0.430 10.972
-0.520 -0.081 9.747
-0.033 0.103 7.105
0.597 -0.549 8.719
-0.166 0.109 9.052
-0.875 0.601 12.413
0.065 0.961 10.954
-1.347 -1.064 12.125
-1.012 -0.854 10.673
-0.111 -0.443 10.079
-0.448 0.041 14.089
-0.665 -0.072 6.925
-0.246 -0.860 11.273
1.034 -0.855 8.898
0.486 -1.147 12.202
-0.353 0.396 8.861
-1.222 0.510 10.774
-1.397 0.083 12.384
-0.005 -0.901 8.070
-0.224 -0.617 9.897
-0.744 -0.155 7.513
-1.107 0.598 10.146
0.221 -0.848 11.749
0.112 -1.509 6.290
-0.303 0.056 11.509
-0.379 1.347 9.984
-0.273 1.290 9.360
-0.957 0.858 8.521
-3.026 -1.236 11.841
1.525 -0.461 10.771
0.887 -0.073 9.187
-2.146 -0.370 12.002
-1.767 0.123 8.396
-0.784 0.500 11.639
0.112 -0.553 7.448
0.736 -1.234 11.174
-0.278 -0.363 11.119
-2.067 0.739 11.634
-1.784 0.120 11.633
-1.021 0.851 9.470
0.170 -0.616 11.681
-0.564 -1.478 9.574
-1.122 -0.704 9.963
-0.653 -0.479 10.964
-0.034 0.041 5.974
0.065 -0.796 12.902
-0.808 0.977 9.364
-0.892 1.111 11.505
-0.413 0.464 8.825
-1.208 -0.263 10.954
-0.721 -1.307 11.576
0.153 0.164 9.453
-0.861 0.707 9.095
-1.822 -0.144 12.766
0.382 -0.415 7.027
1.664 -1.021 13.052
1.765 0.513 10.679
-1.465 0.765 11.365
-2.127 0.237 9.550
-0.730 0.453 8.083
0.257 0.754 13.972
0.580 -1.882 8.708
-0.122 -1.616 10.740
-0.791 -0.730 11.183
-1.390 0.084 9.419
-0.253 0.173 9.005
