x y z
1.022 -0.822 9.123
0.562 -0.878 9.691
-0.355 -0.882 9.788
0.517 -0.930 9.152
0.767 -1.068 9.480
-0.288 -0.946 9.844
0.708 -1.028 9.422
-0.276 -0.893 9.722
-0.204 -0.906 9.562
0.267 -1.153 9.165
-0.138 -1.122 9.455
-0.511 -0.963 9.857
0.135 -0.968 9.333
-0.415 -0.779 9.750
-0.262 -0.778 9.465
0.319 -0.940 9.113
0.121 -0.922 9.639
0.218 -0.779 9.857
0.401 -0.726 9.539
0.300 -0.705 9.726
0.008 -0.882 9.179
0.393 -1.120 8.996
0.229 -1.014 9.444
-0.437 -0.952 9.409
0.441 -0.983 9.395
-0.464 -0.936 9.611
0.034 -0.791 9.334
1.169 -0.878 9.310
0.312 -0.794 9.727
0.114 -1.024 9.756
0.808 -1.152 9.705
-0.233 -1.157 9.896
0.477 -1.102 8.929
0.511 -1.110 9.301
-0.957 -0.942 9.958
-0.311 -1.132 9.139
-0.778 -0.832 10.126
-0.385 -0.841 9.458
1.170 -1.003 9.115
0.188 -1.034 10.106
-0.217 -0.892 9.813
1.180 -0.956 9.037
-0.318 -0.919 10.004
0.774 -1.027 9.075
0.822 -1.053 9.129
-0.648 -0.903 9.742
-0.136 -0.853 9.295
0.894 -1.024 8.733
-0.363 -0.889 9.546
0.939 -0.973 8.822
0.400 -0.907 9.283
0.138 -0.839 9.450
0.553 -1.037 9.036
0.428 -1.144 8.914
0.130 -0.852 9.245
0.255 -0.858 8.867
0.249 -0.774 9.269
-0.379 -0.741 9.742
-0.118 -0.891 9.088
0.587 -1.067 8.956
-0.022 -0.888 9.352
0.702 -0.981 8.826
0.452 -0.980 9.630
-0.105 -0.912 9.770
0.739 -0.957 9.001
1.127 -0.920 9.603
0.288 -0.775 9.169
1.031 -0.865 9.417
-0.419 -0.794 9.875
-0.584 -0.839 9.357
0.681 -0.924 8.863
0.032 -0.983 9.799
0.726 -0.900 9.007
0.645 -0.849 9.678
-0.152 -0.689 10.089
0.760 -0.616 9.273
1.353 -0.703 9.482
-0.188 -0.799 9.837
1.006 -0.993 9.409
-0.245 -0.907 9.709
-0.354 -0.735 9.505
0.760 -0.625 8.944
0.146 -0.609 9.444
-0.124 -0.443 9.543
0.430 -0.505 9.248
0.111 -0.363 9.603
0.666 -0.456 9.160
0.589 -0.624 8.845
-0.156 -0.669 9.109
-0.363 -0.727 9.156
