x y z
-0.371 0.375 10.321
-0.569 0.359 10.555
-0.602 0.123 10.566
-0.727 0.069 10.482
-0.431 0.245 10.692
-0.285 0.438 10.687
-0.453 0.375 10.744
-0.677 0.160 10.812
-0.693 0.372 10.641
-0.544 0.531 10.494
-0.725 0.633 10.427
-1.112 0.605 10.744
-0.907 0.508 10.411
-0.569 0.901 10.243
-0.450 0.989 10.446
-0.679 0.846 10.364
-1.047 0.527 10.220
-1.039 0.507 10.156
-0.797 0.558 10.123
-0.934 0.535 9.980
-0.982 0.419 10.341
-1.024 0.276 10.128
-0.806 0.264 10.008
-0.657 0.427 10.028
-0.693 0.500 10.156
-0.822 0.465 10.138
-0.811 0.315 10.117
-0.884 0.321 10.167
-0.923 0.234 10.259
-0.878 0.147 10.043
-0.776 0.230 10.103
-0.561 0.282 10.215
-0.498 0.243 10.074
-0.594 0.200 10.117
-0.805 0.407 10.485
-0.578 0.294 10.323
-0.318 0.241 10.303
-0.424 0.237 10.426
-0.535 0.139 10.351
-0.702 0.124 10.422
-0.655 0.322 10.315
-0.494 0.458 10.386
-0.665 0.219 10.432
-0.806 0.280 10.358
-0.683 0.292 10.427
-0.575 0.419 10.384
-0.891 0.348 10.244
-1.065 0.189 10.433
-0.925 0.336 10.424
-0.722 0.248 10.341
-0.834 0.325 10.418
-0.885 0.160 10.250
-0.818 0.486 10.327
-0.830 0.628 10.437
-1.143 0.433 10.752
-1.069 0.185 10.305
-0.921 0.320 10.533
-0.694 0.434 10.325
-0.735 0.401 10.530
-0.839 0.211 10.302
-0.983 0.500 10.413
-0.822 0.340 10.297
-0.855 0.440 10.234
-0.642 0.471 10.382
-0.374 0.535 10.302
-0.579 0.409 10.193
-0.849 0.243 10.108
-0.873 0.260 10.195
-0.745 0.151 10.118
-0.729 0.356 10.190
-0.519 0.184 10.329
-0.453 0.434 10.107
-0.528 0.507 10.256
-0.780 0.284 10.155
-0.940 0.178 10.185
-0.856 0.160 10.156
-0.780 0.299 10.229
-0.866 0.233 10.445
-0.938 0.079 10.178
-0.854 0.162 10.209
-0.813 0.285 10.324
-0.748 0.321 10.256
-0.747 0.380 10.311
-0.757 0.501 10.493
-0.727 0.406 10.306
-0.756 0.209 10.213
-0.822 0.350 10.391
-0.731 0.210 10.209
-0.727 0.220 10.250
-0.694 0.261 10.335
-0.600 0.191 10.275
-0.595 0.214 10.405
-0.760 0.348 10.466
-0.683 0.072 10.367
-0.659 -0.063 10.113
-0.760 0.077 10.127
-0.899 -0.011 10.370
-0.971 0.015 10.445
-0.916 0.123 10.184
-0.670 0.298 10.453
-0.771 0.135 10.358
-0.945 0.212 10.150
-0.665 0.217 10.350
-0.573 0.238 10.480
-0.727 0.206 10.380
-1.011 0.016 10.580
-1.061 0.036 10.577
-0.591 -0.033 10.345
-0.497 0.155 10.506
-0.672 0.248 10.418
-0.701 0.237 10.335
-0.654 0.327 10.415
-0.735 0.337 10.558
-0.765 -0.028 10.272
-0.868 -0.063 10.180
-0.994 0.150 10.236
-0.847 0.147 10.249
-0.735 0.270 10.044
-0.809 0.397 10.389
-0.885 0.271 10.249
-0.782 0.179 9.881
-0.585 0.543 10.006
-0.404 0.418 9.975
-0.733 0.374 10.133
-1.167 0.183 10.171
-1.063 0.173 10.295
-0.776 0.163 10.127
-0.799 0.194 10.147
-0.766 0.103 10.295
-0.653 0.166 10.131
-0.492 0.470 10.259
-0.691 0.373 10.362
-1.129 0.114 10.437
-1.009 -0.002 10.203
-0.849 0.109 10.309
-0.562 0.188 10.303
-0.846 0.173 10.301
-1.052 0.074 10.429
-0.815 0.150 10.593
-0.410 0.400 10.199
-0.388 0.468 10.342
-0.669 0.225 10.378
-0.861 0.013 10.324
-0.739 0.019 10.154
-0.762 0.224 10.482
-0.996 0.053 10.250
-1.105 -0.017 10.417
-0.906 0.048 10.241
-0.636 0.388 10.018
-0.557 0.293 10.089
-0.891 0.331 10.191
-0.770 0.279 9.992
-0.717 0.235 9.742
-0.720 0.353 10.092
-0.864 -0.031 9.910
-1.049 0.048 9.857
-0.766 0.342 9.823
-0.516 0.427 9.985
-0.674 0.377 9.827
-1.031 0.321 9.866
-0.844 0.175 9.660
-0.546 0.252 9.720
-0.787 0.236 9.693
-1.195 0.170 9.805
-1.168 -0.048 9.686
-1.150 0.263 9.677
-0.684 0.201 9.864
-0.677 0.237 9.683
-0.798 0.455 9.652
-0.783 0.546 9.759
-0.722 0.452 9.773
-0.837 0.424 9.718
-0.773 0.287 9.910
-0.626 0.041 9.858
-0.820 0.388 9.818
-0.832 0.266 9.941
-0.820 0.281 10.011
-0.803 0.224 10.091
-0.660 0.270 10.456
-0.427 0.269 10.091
-0.412 0.375 10.088
-0.712 0.232 10.208
-0.885 0.122 10.341
-0.958 -0.008 10.268
-0.890 0.230 10.380
-0.858 0.236 10.537
-0.745 0.154 10.282
-0.602 0.500 10.131
-0.385 0.490 10.214
-0.547 0.596 10.212
-0.949 0.285 10.058
-1.120 0.320 10.122
-0.826 0.112 9.957
-1.089 0.260 9.907
-1.101 0.056 10.007
-1.193 0.170 9.983
-1.078 0.264 9.954
-1.087 0.444 10.198
-1.057 0.363 10.011
-0.961 0.294 9.897
-1.000 0.354 10.097
-1.138 0.342 10.074
-1.370 0.197 9.898
-1.367 0.261 10.251
-1.125 0.334 10.334
-1.061 0.373 10.279
-1.065 0.380 10.541
-0.915 0.535 10.303
-0.674 0.597 10.245
-0.616 0.673 10.664
-0.711 0.401 10.497
-0.837 0.131 10.542
-0.914 0.157 10.640
-0.892 0.108 10.604
-0.890 0.044 10.594
-0.866 0.319 10.650
-0.627 0.329 10.691
-0.631 0.238 10.521
-0.729 0.358 10.535
-0.556 0.184 10.507
-0.663 0.255 10.208
-0.958 0.331 10.328
-1.084 0.200 10.191
-1.095 0.163 10.169
-1.156 0.215 10.048
-1.053 0.072 10.271
-0.898 0.202 9.854
-0.677 0.523 9.595
-0.678 0.592 10.194
-1.100 0.106 9.800
-1.305 0.159 10.070
-0.975 -0.033 9.398
-0.826 0.338 9.093
-0.806 0.020 9.638
-1.210 0.086 9.427
-1.063 0.141 9.586
-1.039 0.395 9.244
-0.754 0.162 9.723
-0.833 -0.083 9.244
-0.815 0.222 9.205
-0.598 0.001 9.699
-1.046 -0.163 9.760
-1.254 -0.322 9.854
-1.396 -0.398 9.931
-1.202 -0.422 9.937
-0.991 -0.205 9.945
-0.834 -0.080 10.055
-0.721 -0.230 10.144
-0.872 -0.110 10.064
-0.910 -0.135 10.280
-0.962 -0.291 10.195
-1.152 -0.215 10.071
-1.161 -0.521 10.126
-1.196 -0.433 10.095
-1.162 -0.360 10.178
-1.065 -0.149 10.019
-1.052 -0.243 10.292
-1.183 -0.106 9.985
-1.040 0.217 10.296
-0.808 0.223 10.437
-1.089 0.424 10.412
-1.307 0.114 10.556
-1.584 0.280 10.467
-1.535 0.372 10.421
-1.478 0.453 10.628
-1.472 0.413 10.816
-1.481 0.517 10.851
-1.235 0.528 10.619
-1.006 0.558 10.489
-1.197 0.695 10.446
-1.350 0.360 10.469
-1.388 0.188 10.490
-1.369 0.209 10.534
-1.345 0.228 10.542
-1.333 0.268 10.440
-1.156 0.482 10.355
-0.997 0.572 10.295
-1.044 0.400 10.437
-1.256 0.520 10.140
-0.978 0.240 10.113
-0.920 0.284 10.142
-1.236 0.261 9.937
-1.412 0.118 9.695
-1.489 -0.058 10.036
-1.622 0.057 9.633
-1.420 -0.066 9.747
-1.221 0.151 9.510
-1.326 0.592 8.420
-1.209 0.729 9.858
-1.073 0.066 9.169
-1.247 0.471 9.794
-0.864 0.252 8.986
-0.925 0.801 8.736
-0.606 0.301 9.310
-0.770 0.573 9.090
-0.694 0.565 9.602
-0.784 0.786 9.289
-0.572 0.401 9.551
-0.355 0.202 9.158
-0.072 0.626 9.307
0.195 0.325 9.824
-0.647 0.128 9.822
-1.088 -0.020 10.024
-1.661 -0.099 10.250
-1.808 -0.114 9.692
-1.905 -0.006 9.765
-1.764 0.120 9.634
-1.532 0.141 9.529
-1.439 0.209 9.403
-1.236 0.168 9.784
-1.222 0.096 9.722
-1.169 -0.041 9.831
-0.938 -0.132 10.107
-0.829 -0.099 9.881
-0.686 -0.045 10.317
-0.357 0.363 9.845
0.220 0.583 10.195
0.361 0.700 10.418
0.014 0.764 10.189
-0.349 0.583 10.037
-0.528 0.523 9.892
-0.939 0.543 10.005
-1.502 0.339 9.836
-2.115 0.221 10.030
-2.474 -0.100 9.596
-2.732 -0.055 9.154
-2.703 -0.012 9.264
-2.489 0.000 9.179
-2.350 0.258 8.944
-1.969 0.348 9.007
-1.788 0.720 9.130
-1.737 0.738 8.640
-1.695 0.842 9.058
-1.649 1.137 8.941
-1.167 1.547 9.315
-0.531 1.872 8.897
-0.328 2.121 9.848
-0.870 1.676 8.979
-0.991 1.371 9.717
-1.222 1.268 9.008
-0.673 0.998 9.491
-0.612 0.671 9.583
-1.247 0.407 9.679
-1.369 -0.211 10.031
-1.421 -0.268 10.098
-1.464 -0.456 10.043
-1.500 -0.437 10.265
-1.278 -0.181 10.424
