x y z
-1.429 -0.099 10.003
-1.412 -0.044 9.975
-1.396 -0.059 9.998
-1.427 -0.098 10.145
-1.473 -0.102 9.958
-1.458 -0.071 10.106
-1.405 -0.040 9.957
-1.415 -0.022 9.995
-1.366 -0.044 10.004
-1.378 -0.037 10.086
-1.496 -0.053 9.952
-1.442 -0.051 10.007
-1.443 -0.118 9.982
-1.411 -0.021 9.914
-1.426 -0.013 9.971
-1.420 -0.050 10.040
-1.453 -0.059 9.939
-1.444 -0.005 10.031
-1.453 -0.053 9.953
-1.450 -0.038 10.014
-1.327 -0.043 9.955
-1.403 -0.048 10.144
-1.381 -0.074 9.937
-1.384 -0.023 10.125
-1.346 -0.084 9.982
-1.388 -0.038 10.067
-1.386 -0.025 10.035
-1.366 -0.074 10.089
-1.432 -0.125 10.118
-1.340 -0.061 10.109
-1.379 -0.083 9.983
-1.327 -0.071 10.001
-1.333 -0.068 10.031
-1.381 -0.112 10.077
-1.362 -0.071 9.991
-1.411 -0.072 10.174
-1.332 -0.085 10.004
-1.428 -0.078 10.099
-1.384 -0.022 9.980
-1.445 -0.068 10.247
-1.465 -0.104 9.979
-1.445 -0.056 10.190
-1.362 -0.068 9.929
-1.395 -0.132 10.102
-1.421 -0.028 10.021
-1.429 -0.026 9.974
-1.500 -0.114 10.064
-1.416 -0.100 10.030
-1.436 -0.033 10.071
-1.422 -0.090 10.006
-1.433 -0.057 9.992
-1.318 -0.047 9.952
-1.458 -0.071 10.119
-1.373 -0.056 9.943
-1.470 -0.055 10.095
-1.426 -0.081 9.929
-1.514 -0.070 10.085
-1.402 0.011 9.953
-1.408 -0.104 10.117
-1.300 -0.095 9.848
-1.414 -0.081 10.215
-1.385 -0.113 9.946
-1.362 -0.108 10.062
-1.469 -0.025 10.123
-1.344 -0.084 10.010
-1.395 -0.093 9.992
-1.356 -0.117 10.049
-1.506 -0.167 10.223
-1.369 -0.114 9.946
-1.387 -0.050 10.114
-1.421 -0.089 10.150
-1.332 -0.120 10.153
-1.370 -0.111 10.115
-1.385 -0.127 10.049
-1.388 -0.175 10.038
-1.333 -0.069 9.963
-1.428 -0.121 10.061
-1.411 -0.137 10.059
-1.454 -0.126 10.047
-1.433 -0.170 9.986
-1.515 -0.085 10.001
-1.364 -0.073 9.896
-1.461 -0.092 10.083
-1.384 -0.077 9.896
-1.469 -0.107 10.125
-1.419 -0.131 9.963
-1.391 -0.141 10.038
-1.357 -0.081 9.973
-1.417 -0.118 10.104
-1.390 -0.142 9.951
-1.371 -0.099 10.157
-1.417 -0.144 10.062
-1.434 -0.111 10.031
-1.449 -0.131 10.114
-1.345 -0.085 9.963
-1.455 -0.117 10.014
-1.385 -0.133 10.058
-1.469 -0.075 10.162
-1.451 -0.152 10.064
-1.451 -0.124 10.051
-1.442 -0.071 10.146
-1.393 -0.146 10.083
-1.397 -0.082 10.068
-1.340 -0.133 10.051
-1.433 -0.069 9.986
-1.404 -0.151 10.028
-1.457 -0.132 10.058
-1.452 -0.057 9.976
-1.504 -0.169 10.080
-1.401 -0.074 9.951
-1.422 -0.125 10.114
-1.362 -0.089 10.003
-1.351 -0.088 10.058
-1.455 -0.100 10.059
-1.365 -0.075 9.944
-1.470 -0.197 10.257
-1.440 -0.092 9.931
-1.427 -0.165 10.059
-1.548 -0.125 10.192
-1.422 -0.089 10.132
-1.501 -0.101 10.164
-1.299 -0.089 9.841
-1.461 -0.185 10.174
-1.533 -0.081 9.964
-1.380 -0.175 9.899
-1.455 -0.160 9.894
-1.473 -0.060 10.022
-1.565 -0.111 10.201
-1.345 -0.089 9.824
-1.443 -0.146 10.123
-1.424 -0.079 10.088
-1.475 -0.149 10.192
-1.429 -0.040 9.909
-1.376 -0.029 9.996
-1.413 -0.136 10.045
-1.458 -0.111 10.065
-1.361 -0.054 9.924
-1.482 -0.107 10.086
-1.420 -0.108 9.829
-1.423 -0.095 10.074
-1.516 -0.078 10.135
