x y z
-0.500 1.146 10.150
-2.808 -1.245 10.811
-0.636 0.218 8.819
-0.133 0.899 13.098
-0.937 -1.309 11.531
-0.235 0.339 7.537
-1.235 2.671 11.170
-0.171 -1.028 11.235
-0.636 -0.514 5.311
-1.970 0.716 12.906
-1.880 -0.008 7.151
-0.562 -1.242 10.762
0.190 1.140 9.182
-1.228 0.591 13.848
-0.315 2.438 11.862
0.383 1.518 8.015
-0.951 -0.551 6.090
0.421 -1.140 11.955
-3.287 1.680 11.256
-1.027 -0.132 9.246
0.783 -0.267 9.224
-1.506 -0.623 12.496
0.416 -0.242 5.291
-1.786 1.193 13.414
-1.478 0.697 10.067
1.408 -1.107 9.996
-1.273 0.467 10.651
-2.069 1.043 7.525
-2.023 0.275 8.481
-0.090 -2.060 12.468
-2.164 -1.659 9.992
1.056 1.957 14.179
-1.300 1.646 9.809
0.466 -0.470 8.326
-0.800 -0.866 8.266
-1.585 1.633 10.251
-1.845 -0.304 11.686
-1.463 -1.019 6.271
0.724 0.690 11.853
-1.657 1.665 13.731
-0.968 0.047 5.496
-1.168 0.656 11.475
-0.675 0.892 12.071
-0.288 -0.787 7.570
-1.719 0.595 10.059
-1.820 0.964 7.789
-2.000 0.114 11.371
-0.666 -0.602 5.408
-1.784 -0.235 12.767
0.096 1.763 11.443
-1.473 0.101 10.422
-0.360 -0.837 6.826
-1.395 1.164 9.673
-0.397 1.503 9.977
-1.325 -1.104 6.786
-1.554 -1.033 8.725
-0.069 0.793 15.255
-1.627 0.504 11.943
-0.485 0.584 9.744
-0.668 1.394 12.718
-1.589 1.785 10.875
-0.471 -0.904 9.196
-0.865 0.215 9.809
-1.921 1.540 12.894
-2.201 -0.846 9.687
-0.132 -0.751 9.416
-1.814 0.525 9.835
1.353 0.207 11.015
-2.140 2.142 11.481
-0.421 0.876 6.492
-0.589 -0.344 11.460
-1.508 -0.367 6.104
1.025 0.537 8.842
-3.063 -0.635 12.382
-1.156 -2.137 8.720
-0.632 -1.333 10.755
-0.701 1.274 11.914
-0.657 0.464 10.370
-0.699 0.128 7.174
0.097 0.862 13.136
-0.170 -0.366 8.143
-1.685 0.021 11.538
-1.564 0.726 4.762
-2.478 -0.141 9.587
0.167 -1.598 6.939
-1.289 -0.532 11.841
-0.108 1.135 9.056
-1.394 1.635 10.987
-0.732 0.616 8.941
-1.244 -0.586 8.365
-2.859 -0.106 7.513
1.228 0.097 11.670
-1.939 0.251 11.040
-1.654 -0.235 7.835
-0.725 0.590 11.059
-1.372 1.144 11.699
-0.742 -0.442 7.750
-1.454 0.481 10.918
-0.371 1.842 13.256
-1.206 -0.565 13.483
-1.262 -0.264 7.569
-0.853 0.336 8.611
-2.033 0.269 10.630
-1.241 0.181 9.489
-0.392 -0.854 6.862
-0.287 1.360 11.977
-0.709 1.470 8.200
-1.116 0.620 10.393
-2.186 0.045 7.921
0.982 -0.759 7.287
-0.826 0.175 11.039
-2.746 1.040 7.347
-0.918 0.419 11.753
0.427 -0.636 8.982
-0.607 -0.488 8.099
-1.368 1.092 7.319
-0.236 0.242 12.395
-0.805 0.807 10.060
-1.568 1.737 10.782
0.198 -1.230 6.886
-0.299 -0.913 13.039
-0.625 1.281 5.802
-2.781 0.868 11.908
-0.419 -0.851 3.915
0.227 -1.556 5.148
1.059 0.344 13.911
-0.219 3.526 12.418
-1.351 0.428 6.910
-2.310 -1.630 9.831
0.170 -0.748 6.645
1.531 0.723 15.956
-2.559 1.376 9.995
-0.832 -0.478 8.710
-0.610 -0.888 10.723
-0.108 -0.377 9.971
-1.394 0.379 8.594
-1.251 1.049 7.665
0.132 0.495 8.928
-1.159 0.194 12.784
-0.406 -0.131 5.528
-1.101 0.440 8.977
-1.787 -0.012 11.968
-1.688 -0.425 9.229
-0.691 -1.030 9.833
-0.213 -0.471 6.867
1.216 0.939 10.961
-1.152 1.845 13.727
-1.787 -0.032 6.092
-1.162 -0.770 6.654
-1.844 -0.395 8.207
0.639 1.113 9.649
-1.557 1.060 13.000
-1.153 -0.722 8.649
-0.520 -0.993 9.221
-0.133 -0.143 7.375
-1.119 1.004 11.099
-0.127 -0.523 8.806
-0.800 0.726 10.551
-0.427 1.796 13.828
-1.025 -0.421 4.577
-0.215 -1.126 9.521
-0.916 0.021 7.015
-1.414 0.749 8.285
-2.088 -0.861 10.730
0.534 -1.202 6.230
