x y z
-0.205 0.567 10.074
-0.176 0.467 9.812
-0.260 0.590 9.964
-0.266 0.623 9.890
-0.326 0.642 9.849
-0.488 0.839 10.097
-0.390 0.833 9.960
-0.236 0.998 10.153
-0.095 0.693 9.990
-0.319 0.645 10.204
-0.415 0.562 10.156
-0.394 0.188 10.175
-0.435 0.259 10.175
-0.268 0.246 10.089
-0.223 0.433 10.047
-0.197 0.331 9.872
-0.202 0.330 9.907
-0.310 0.491 9.802
-0.246 0.460 9.863
-0.376 0.671 9.904
-0.402 0.630 10.002
-0.413 0.823 10.266
-0.274 0.788 10.076
-0.126 0.909 10.340
-0.145 0.784 10.240
-0.343 0.474 10.257
-0.541 0.344 10.214
-0.397 0.134 10.298
-0.434 0.360 10.391
-0.208 0.261 10.183
-0.232 0.346 10.105
-0.190 0.386 9.913
-0.195 0.536 10.167
-0.252 0.685 10.007
-0.138 0.441 9.827
-0.400 0.798 10.043
-0.377 0.699 10.097
-0.496 0.953 10.228
-0.259 0.867 10.139
-0.100 0.710 10.010
