-0.219 4.589 8.634 0
-0.152 4.531 8.653 5
-0.152 4.531 8.653 5
-0.152 4.531 8.653 5
-0.152 4.531 8.653 5
-0.152 4.388 8.29 4
-0.152 4.388 8.29 5
-0.152 4.388 8.29 6
-0.152 4.388 8.29 5
-0.248 4.244 8.041 5
-0.248 4.244 8.041 5
-0.248 4.244 8.041 4
-0.248 4.244 8.041 5
-0.372 4.196 8.097 6
-0.372 4.196 8.097 5
-0.372 4.196 8.097 5
-0.372 4.196 8.097 5
-0.392 4.282 8.328 4
-0.392 4.282 8.328 5
-0.392 4.282 8.328 6
-0.392 4.282 8.328 5
-0.392 4.301 8.376 5
-0.392 4.301 8.376 5
-0.392 4.301 8.376 5
-0.392 4.301 8.376 4
-0.267 4.292 8.154 6
-0.267 4.292 8.154 5
-0.267 4.292 8.154 5
-0.238 4.282 7.973 5
-0.238 4.282 7.973 5
-0.238 4.282 7.973 4
-0.238 4.282 7.973 5
0.038 4.072 8.041 6
0.038 4.072 8.041 5
0.038 4.072 8.041 5
0.038 4.072 8.041 5
0.431 3.957 8.366 4
0.431 3.957 8.366 5
0.431 3.957 8.366 6
0.431 3.957 8.366 5
0.45 4.005 8.883 5
0.45 4.005 8.883 5
0.45 4.005 8.883 4
0.45 4.005 8.883 5
0.029 4.359 9.276 6
0.029 4.359 9.276 5
0.029 4.359 9.276 5
0.029 4.359 9.276 5
-0.344 4.512 9.104 5
-0.344 4.512 9.104 4
-0.344 4.512 9.104 6
-0.344 4.512 9.104 5
-0.324 4.541 8.96 5
-0.324 4.541 8.96 5
-0.324 4.541 8.96 5
-0.324 4.541 8.96 4
-0.238 4.512 8.845 5
-0.238 4.512 8.845 6
-0.238 4.512 8.845 5
-0.238 4.512 8.845 5
-0.181 4.464 8.73 5
-0.181 4.464 8.73 4
-0.181 4.464 8.73 5
-0.181 4.464 8.73 6
0.019 4.349 9.037 5
0.019 4.349 9.037 5
0.019 4.349 9.037 5
0.019 4.349 9.037 4
0.038 4.34 9.123 5
0.038 4.34 9.123 6
0.038 4.34 9.123 5
0.038 4.34 9.123 5
-0.018 4.397 8.759 5
-0.018 4.397 8.759 5
-0.018 4.397 8.759 4
0.163 4.416 8.644 5
0.163 4.416 8.644 6
0.163 4.416 8.644 5
0.163 4.416 8.644 5
0.536 4.196 8.539 5
0.536 4.196 8.539 4
0.536 4.196 8.539 5
0.536 4.196 8.539 6
0.604 4.08 8.337 5
0.604 4.08 8.337 5
0.604 4.08 8.337 5
0.604 4.08 8.337 4
0.853 3.966 8.577 5
0.853 3.966 8.577 6
0.853 3.966 8.577 5
0.853 3.966 8.577 5
1.236 3.89 9.18 5
1.236 3.89 9.18 4
1.236 3.89 9.18 5
1.236 3.89 9.18 6
1.303 3.708 9.075 5
1.303 3.708 9.075 5
1.303 3.708 9.075 5
1.303 3.708 9.075 5
0.833 3.593 8.28 4
0.833 3.593 8.28 6
0.833 3.593 8.28 5
0.833 3.593 8.28 5
0.546 3.708 8.05 5
0.546 3.708 8.05 5
0.546 3.708 8.05 4
0.546 3.708 8.05 5
0.498 3.688 8.002 6
0.498 3.688 8.002 5
0.498 3.688 8.002 5
0.498 3.688 8.002 5
0.728 3.583 8.366 4
0.728 3.583 8.366 5
0.728 3.583 8.366 6
0.728 3.583 8.366 5
0.92 3.679 8.874 5
0.92 3.679 8.874 5
0.92 3.679 8.874 4
1.446 3.334 9.037 5
1.446 3.334 9.037 6
1.446 3.334 9.037 5
1.446 3.334 9.037 5
1.542 3.392 8.989 5
1.542 3.392 8.989 5
1.542 3.392 8.989 4
1.542 3.392 8.989 6
1.226 3.679 8.835 5
1.226 3.679 8.835 5
1.226 3.679 8.835 5
1.226 3.679 8.835 5
0.776 3.842 8.404 4
0.776 3.842 8.404 5
0.776 3.842 8.404 6
0.776 3.842 8.404 5
0.757 4.024 9.831 5
0.757 4.024 9.831 5
