A_X[LSB] A_Y[LSB] A_Z[LSB]
-733 1449 17071
-500 1227 16977
-343 1446 17469
-249 1236 17038
-390 885 17447
-747 524 17117
-823 226 17276
-813 534 17393
-375 450 16968
-273 758 17018
-251 768 16456
-395 921 16908
-457 852 16461
-429 568 16497
-709 955 16729
-577 1067 16816
-362 1528 17177
-226 1473 16938
-452 1372 17408
-584 1200 16937
-509 555 17234
-699 653 17297
-626 361 17066
-722 702 17208
-324 593 16846
-187 907 17074
-146 1009 16421
-350 781 16548
-643 976 16504
-560 980 16549
-618 1490 16742
-539 1424 16583
-397 1497 17127
-294 1311 16961
-312 1044 17145
-532 838 17079
-565 344 17232
-755 505 17316
-554 293 17071
-570 789 17216
-316 665 16577
-301 851 16786
-336 781 16401
-357 830 16628
-626 1087 16797
-693 949 16699
-674 1269 16944
-309 1328 17048
-281 1466 17371
-307 1391 17199
-423 788 16905
-697 638 17514
-742 262 17257
-702 528 17387
-397 388 17177
-334 427 17127
-414 665 16862
-313 760 16614
-257 1133 16697
-272 833 16590
-840 1285 16708
-754 1218 16667
-674 1524 16951
-296 1406 16945
-85 1126 17048
-258 950 16970
-455 464 17137
-738 715 17468
-739 313 16965
-528 473 17250
-229 502 16664
-392 973 17009
-359 808 16333
-254 669 16383
-443 1060 16642
-712 969 16609
-1030 1242 16781
-506 1292 16582
-150 1701 17096
-283 1862 17144
-326 1158 16998
-639 1086 17186
-689 522 17021
-850 547 17356
-609 326 17011
-394 472 17179
-229 839 16828
-196 584 16786
-622 833 16584
-465 824 16739
-440 1233 16918
-475 1125 16529
-662 1181 17159
-642 1375 17161
-271 1409 17376
-203 1389 17137
-328 789 17198
-688 887 17604
-815 263 17177
-797 507 17417
-378 480 16960
-233 631 17119
-381 768 16578
-372 689 16517
-380 923 16733
-351 652 16462
-757 980 16993
-689 1059 16879
-331 1486 17223
-199 1537 16968
-175 1309 17011
-670 1271 17202
-531 662 17160
-672 842 17239
-698 404 17009
-662 329 17285
-659 670 17010
-202 711 16845
-170 1013 16564
-219 665 16443
-608 973 16667
-569 1019 16565
-619 1161 16652
-545 1476 16684
-252 1466 17121
-371 1492 16972
-418 1083 17111
-484 1041 17239
-485 564 17000
-674 473 17382
-669 463 17025
-486 649 17166
-283 721 16720
-227 549 16601
-405 838 16715
-348 697 16470
-506 1039 16943
-654 962 16519
-700 1299 17125
-602 1428 16980
-225 1429 16998
-229 1426 17289
-456 856 16988
-732 730 17511
-648 446 17308
-606 339 17327
-571 433 17143
-386 374 17117
-456 762 16950
-271 706 16617
-179 944 16822
-266 1079 16681
-376 1060 16903
-797 1424 16552
-625 1234 16947
-358 1396 16857
-138 1160 16951
-180 1294 17331
-413 929 16955
-610 595 17380
-598 426 17086
-551 406 17307
-450 514 16803
-317 360 16588
-243 838 16848
-173 782 16383
-407 1075 16866
-715 1016 16441
-772 1110 16738
-812 1426 16821
-345 1336 16810
-351 1815 17040
-137 1219 16918
-455 1120 17332
-686 616 16990
-776 581 17242
-846 483 17161
-381 333 17092
-143 848 17007
-99 544 16662
-581 890 16808
-522 780 16604
-499 973 16810
-401 1229 16610
-548 1138 17081
-773 1419 17205
-339 1316 17179
-215 1490 17496
-133 1168 17074
-564 900 17572
-830 455 17139
-758 342 17275
-417 416 17043
-331 528 16987
-310 809 17103
-266 751 16466
-363 982 16899
-395 750 16568
-744 985 16925
-726 904 16613
-516 1135 16850
-234 1477 17187
-237 1424 16954
-490 1360 17439
-479 719 17004
-466 541 17292
-730 600 17279
-701 330 17189
-665 662 17086
-290 640 16873
-206 1003 16656
-261 988 16448
-349 819 16609
-547 1014 16469
-587 1042 16625
-678 1417 16836
-484 1370 17049
-445 1605 17119
-258 1239 16872
-430 1063 17334
-536 714 17023
-678 467 17360
-696 451 17007
-532 327 17021
-513 755 17130
-312 571 16631
-406 875 16754
-368 746 16461
-502 943 16831
-689 1118 16852
-758 960 16741
-703 1371 16907
-257 1274 17054
-223 1427 17257
-414 1042 17179
-498 777 17166
-785 647 17294
-538 182 17303
-645 540 17300
-459 351 17135
-438 725 17087
-352 664 16753
-249 839 16877
-298 1083 16582
-358 924 16745
-805 1245 16413
-664 1145 17003
-771 1611 17164
-308 1460 16943
-144 1168 17188
-360 956 16941
-547 494 17293
-782 554 17147
-662 275 16914
-580 572 17347
-282 388 16578
-385 889 17016
-314 813 16205
-387 1034 16761
-459 942 16531
-735 897 16530
-928 1256 16782
-492 1359 16582
-328 1745 17086
-149 1256 16905
-344 1275 17113
-559 1079 17152
-749 471 17055
-868 493 17321
-502 350 17023
-217 788 17171
-173 884 16781
-251 627 16912
-609 781 16613
-515 823 16683
-406 1293 16833
-479 1013 16827
-662 1233 17196
-677 1278 17057
-330 1447 17511
-158 1378 17032
-379 841 17365
-799 492 17114
-783 252 17293
-735 529 17377
-340 481 16990
-311 689 17058
-355 850 16436
-253 845 16829
-450 1083 16588
-396 494 16454
-844 952 16843
-527 1046 16787
-280 1563 17297
-341 1561 16878
-254 1183 17064
-586 1237 17090
-377 615 17175
-673 851 17334
-751 365 17088
-753 602 17198
-569 699 17023
-173 859 16986
-245 1053 16545
-305 707 16432
-559 1017 16485
-532 1000 16565
-626 1293 16803
-557 1361 16552
-308 1448 17087
-213 1405 17035
-337 1052 17215
-656 932 17039
-467 450 17013
-658 512 17415
-592 392 17055
-619 781 17186
-319 635 16576
-209 800 16731
-330 880 16598
-364 781 16463
-646 1047 16807
-656 938 16627
-688 1310 16982
-319 1335 17121
-244 1280 17006
-227 1407 17285
-351 765 16970
-750 776 17540
-688 282 17325
-738 642 17424
-495 338 17077
-475 501 17189
-438 636 16930
-224 824 16631
-199 1136 16616
-259 764 16654
-627 1126 16888
-767 1258 16758
-682 1411 16859
-294 1439 16960
-66 1052 17036
-321 1041 17002
-413 883 17100
-674 673 17381
-640 333 17008
-530 416 17258
-328 585 16736
-293 806 16854
-256 846 16685
-214 779 16292
-492 1048 16762
-709 893 16544
-868 1233 16671
-451 1275 16533
-299 1381 16847
-246 1715 17107
-230 1244 16986
-552 1109 17137
-737 526 17034
-951 516 17358
-823 517 17192
-324 510 17089
-167 876 16917
-227 568 16755
-715 859 16659
-441 770 16776
-429 1069 16829
-387 1095 16541
-728 1179 17139
-687 1320 17154
-264 1401 17353
-286 1503 17078
-240 1015 17111
-716 800 17553
-778 424 17188
-749 570 17310
-503 456 16943
-281 507 17140
-354 906 17038
-231 634 16447
-471 1073 16661
-401 618 16559
-706 923 16925
-568 1098 16775
-448 1207 16750
-304 1529 17092
-217 1191 17002
-556 1356 17239
-468 709 17151
-824 797 17274
-692 472 17149
-733 371 17185
-701 805 17071
-329 783 16852
-251 968 16647
-203 649 16364
-475 1008 16662
-527 1032 16502
-643 1127 16712
-631 1321 16674
-346 1392 17095
-295 1527 17032
-231 1255 16905
-378 975 17240
-520 651 17105
-678 475 17264
-728 555 17159
-519 585 17121
-454 741 17027
-244 622 16500
-405 869 16766
-397 760 16399
-583 1013 16956
-656 943 16568
-637 998 16809
-536 1406 17034
-244 1352 16998
-264 1393 17271
-435 874 17088
-735 774 17496
-754 763 17218
-556 288 17245
-594 482 17303
-492 353 17074
-447 777 17107
-185 678 16621
-198 900 16876
-349 1124 16587
-374 1034 16906
-775 1250 16415
-689 1201 16806
-379 1370 17023
-7 1534 17041
-93 1172 17289
-417 977 16938
-518 489 17375
-694 531 17047
-486 365 17240
-483 711 17250
-230 351 16635
-325 870 16956
-233 771 16363
-394 1033 16718
-624 995 16517
-804 910 16534
-856 1331 16934
-397 1326 16626
-256 1804 17173
-109 1170 16916
-571 1164 17273
-617 993 17057
-673 554 17224
-838 505 17183
-435 273 17049
-176 865 17138
-70 495 16614
-675 702 16915
-619 710 16639
-585 920 16739
-376 1201 16698
-472 1101 16930
-786 1394 17086
-465 1258 16885
-347 1467 17501
-169 1249 17057
-505 910 17316
-787 465 17221
-681 223 17149
-497 472 17389
-406 539 17054
-380 790 17049
-266 639 16544
-371 1032 16875
-458 802 16509
-733 532 16457
-779 878 16862
-440 1053 16835
-300 1583 17153
-367 1500 17025
-468 1319 17438
-431 1145 16948
-435 616 17205
-800 688 17275
-751 349 17141
-595 637 17186
-248 687 16809
-272 887 16979
-334 1002 16573
-265 694 16572
-512 1005 16457
-679 1061 16658
-693 1335 16884
-475 1297 16590
-332 1525 17139
-296 1387 16853
-348 1006 17246
-533 787 16989
-591 471 17318
-703 505 17298
-603 371 17086
-575 650 17128
-339 681 16659
-279 813 16727
-393 782 16436
-552 729 16506
-739 1077 16848
-627 978 16624
-670 1399 16972
-254 1305 17055
-331 1503 17377
-371 1340 17223
-468 750 17022
-740 639 17330
-627 254 17363
-662 529 17429
-448 363 17118
-523 450 17071
-442 681 16923
-258 795 16817
-214 1091 16582
-231 875 16656
-834 1271 16595
-693 1229 16925
-812 1527 17049
-297 1507 16898
-83 1151 17267
-378 907 16803
-560 520 17259
-704 723 17392
-630 326 16989
-515 427 17235
-431 474 16648
-376 812 16944
-288 855 16277
-299 988 16318
-541 975 16652
-768 872 16591
-867 1254 16823
-473 1376 16553
-269 1621 17141
-164 1183 17179
-283 1224 17122
-539 1115 17118
-694 579 17044
-889 391 17335
-625 305 17060
-173 781 17160
-191 929 16809
-174 645 16869
-642 752 16702
-497 859 16627
-399 1235 16908
-517 1062 16514
-679 1209 17285
-649 1280 17058
-379 1463 17418
-271 1370 17078
-313 732 17289
-767 530 17459
-713 336 17188
-741 499 17391
-409 458 16914
-250 611 17143
-353 745 16452
-373 845 16484
-453 1008 16641
-363 602 16490
-759 950 16958
-636 1070 16824
-309 1528 17344
-267 1568 17020
-265 1219 17055
-635 1279 17133
-454 675 17301
-604 734 17266
-722 409 17138
-769 511 17388
-608 666 17020
-172 850 16992
-189 1059 16578
-306 650 16424
-629 968 16575
-492 989 16536
-602 1328 16737
-604 1385 16608
-430 1384 17199
-246 1437 16935
-265 1148 17203
-505 918 17235
-512 446 16979
-698 508 17437
-611 441 17025
-533 759 17243
-337 717 16592
-252 789 16530
-314 828 16618
-411 805 16548
-685 1070 16789
-660 911 16584
-653 1371 17106
-217 1308 16971
-219 1376 17030
-266 1383 17304
-469 802 17138
-757 728 17437
-629 399 17335
-682 624 17411
-482 432 17093
-515 396 17136
-497 689 16862
-297 684 16642
-231 1071 16745
-253 840 16583
-503 1035 16887
-759 1230 16705
-686 1404 16885
-288 1408 17019
-95 1119 17062
-342 1033 17494
-380 931 17100
-534 714 17435
-604 333 16944
-643 457 17384
-400 468 16714
-325 886 16926
-250 858 16677
-213 742 16464
-458 988 16684
-693 1006 16494
-779 1070 16880
-605 1340 16522
-325 1271 16886
-275 1798 17004
-182 1201 17010
-578 1146 17193
-740 576 16982
-840 435 17338
-810 565 17115
-390 428 17152
-227 796 16828
-164 571 16753
-595 831 16719
-588 747 16592
-492 968 16808
-410 1155 16483
-524 1138 17135
-751 1352 17042
-310 1418 17310
-165 1458 17126
-106 1034 17104
-736 883 17555
-772 403 17184
-672 508 17334
-360 500 16952
-300 524 17168
-391 738 17004
-300 638 16393
-375 1009 16722
-383 670 16588
-774 921 16942
-562 1071 16819
-434 1202 16844
-285 1551 17043
-243 1275 16933
-557 1344 17333
-458 732 17155
-708 880 17297
-676 571 17105
-689 324 17294
-635 717 17035
-260 765 16811
-147 961 16651
-246 654 16361
-513 959 16778
-549 969 16390
-599 1178 16688
-587 1390 16621
-463 1401 17055
-341 1426 17059
-259 1257 16823
-345 1042 17263
-490 645 17101
-668 503 17347
-692 541 17076
-545 645 17175
-487 736 17017
-289 623 16595
-309 851 16726
-369 762 16456
-667 1020 16829
-726 945 16442
-611 1038 16871
-526 1458 16904
-283 1309 17005
-309 1420 17244
-391 853 17075
-722 764 17556
-795 658 17197
-573 304 17286
-563 470 17210
-447 354 17131
-508 740 17025
-294 681 16619
-226 923 16998
-296 1134 16556
-483 1106 16872
-795 1283 16453
-677 1275 16800
-317 1346 16984
-363 1492 16992
-230 1125 17368
-368 973 17101
-532 592 17349
-633 449 17099
-550 405 17276
-631 634 17292
-323 397 16641
-314 866 16868
-183 796 16376
-417 1048 16764
-678 1025 16525
-776 810 16596
-909 1386 16792
-339 1276 16678
-346 1774 17176
-218 1120 16840
-488 1160 17320
-479 999 17053
-744 623 17239
-911 442 17153
-511 326 17073
-148 793 16959
-88 621 16634
-410 777 16929
-616 722 16635
-437 948 16767
-442 1247 16601
-645 1037 17007
-780 1298 17155
-506 1220 16938
-247 1535 17479
-253 1198 17159
-554 792 17511
-770 488 17056
-746 406 17203
-737 597 17452
-351 474 16974
-336 842 17129
-318 740 16417
-492 976 16999
-394 701 16527
-420 593 16440
-633 936 16727
-560 1079 16854
-327 1424 17235
-290 1400 16910
-452 1341 17439
-524 1087 16958
-459 585 17190
-750 670 17212
-722 354 17133
-654 704 17148
-211 642 16738
-201 880 17094
-284 989 16448
-389 751 16557
-505 938 16506
-510 1132 16542
-676 1416 16814
-630 1309 16544
-473 1516 17173
-195 1298 16882
-299 1069 17248
-605 710 17075
-730 448 17365
-804 441 17310
-574 327 17051
-522 732 17124
-415 711 16698
-355 727 16712
-333 825 16455
-421 845 16482
-798 1071 16791
-759 888 16722
-616 1349 16853
-95 1311 17019
-248 1514 17380
-327 1364 17257
-529 706 17098
-797 660 17249
-601 347 17256
-528 512 17311
-472 379 17167
-524 523 17077
-461 640 16834
-248 764 16791
-247 1138 16608
-298 882 16741
-825 1168 16426
-696 1180 16868
-686 1681 17134
-292 1428 16819
-151 1115 17182
-414 964 16850
-388 529 17310
-711 725 17360
-743 320 16996
-673 420 17287
-303 417 16597
-298 882 16974
-291 776 16285
-256 630 16388
-493 969 16599
-677 923 16572
-926 1303 16752
-538 1261 16681
-311 1654 16952
-224 1672 17057
-313 1216 17050
-636 1107 17223
-708 515 16984
-785 478 17296
-591 313 17042
-407 549 17274
-234 818 16783
-102 610 16853
-574 882 16706
-545 803 16787
-500 1241 16742
-403 1006 16583
-659 1254 17186
-630 1307 17080
-355 1509 17427
-183 1308 17105
-341 819 17311
-688 798 17469
-805 207 17219
-729 549 17415
-326 460 16939
-250 675 17081
-362 787 16552
-341 688 16517
-467 966 16573
-417 533 16491
-739 985 16928
-457 1036 16782
-327 1529 17356
-311 1613 16978
-246 1175 17086
-505 1228 17038
-345 698 17256
-665 814 17250
-784 328 17131
-759 340 17387
-519 695 17007
-126 907 16969
-273 1090 16636
-277 583 16514
-531 1039 16600
-472 1098 16505
-638 1345 16858
-631 1342 16596
-393 1413 17195
-258 1450 16880
-331 1149 17288
-465 1047 17258
-438 384 17030
-714 501 17358
-614 371 17006
-525 650 17228
-382 801 16655
-160 559 16470
-415 947 16643
-397 737 16462
-705 1082 16860
-695 918 16559
-645 1307 17160
-529 1504 17009
-175 1334 17117
-281 1430 17212
-449 788 17047
-777 670 17498
-619 338 17313
-580 461 17436
-466 395 17091
-405 495 17140
-441 689 16904
-327 799 16721
-278 1066 16729
-258 1110 16680
-535 1190 16981
-723 1270 16715
-762 1469 17055
-251 1371 17000
-87 1131 16957
-198 1182 17472
-446 890 17223
-655 679 17431
-602 334 16924
-606 485 17335
-337 458 16714
-307 509 16645
-283 814 16554
-220 755 16357
-469 979 16717
-677 955 16650
-839 1192 16705
-810 1416 16739
-295 1314 16837
-280 1769 17207
-211 1157 16946
-572 1188 17176
-736 505 17041
-845 599 17393
-736 539 17031
-410 569 17225
-302 737 16888
-187 600 16806
-551 877 16703
-489 817 16593
-505 1107 16864
-421 1062 16593
-658 1149 17199
-666 1362 17158
-305 1448 17468
-168 1427 17347
-168 907 17064
-707 809 17498
-793 321 17323
-745 507 17275
-403 558 17027
-330 461 16979
-433 783 16995
-254 652 16405
-398 1042 16681
-394 508 16455
-831 979 16976
-711 947 16639
-405 1279 16816
-193 1565 16949
-282 1136 17027
-654 1213 17097
-458 695 17134
-508 773 17228
-605 490 17032
-699 310 17358
-648 671 17058
-194 808 16992
-198 1064 16506
-218 776 16537
-572 1017 16912
-494 1022 16547
-611 1290 16750
-638 1378 16533
-420 1357 17201
-459 1622 17046
-155 1145 16919
-420 1075 17257
-553 438 16968
-728 506 17497
-579 368 16974
-533 400 17028
-473 677 16866
-289 537 16483
-283 801 16674
-363 823 16497
-629 1031 16850
-751 1063 16615
-672 1012 17024
-557 1472 17024
-219 1398 16914
-278 1533 17294
-325 713 17037
-654 877 17461
-783 615 17152
-667 480 17388
-421 358 17102
-392 496 17148
-467 663 16940
-376 696 16607
-166 759 17045
-267 1094 16515
-524 1175 17011
-752 1240 16730
-726 1501 16896
-623 1524 17167
-384 1480 17005
-290 1140 17537
-462 911 17139
-557 692 17436
-567 348 17049
-619 280 17046
-677 626 17114
-332 465 16656
-201 870 16591
-194 746 16356
-529 995 16790
-592 880 16343
-716 945 16512
-750 1395 16815
-339 1300 16895
-275 1723 17109
-194 1241 16988
-386 1254 17364
-616 899 17104
-787 564 17364
-846 536 17182
-469 515 17114
-180 818 16906
-106 682 16682
-356 862 16844
-495 779 16632
-579 1100 16870
-424 1060 16542
-630 1230 17082
-842 1413 17135
-583 1250 17067
-191 1432 17350
-95 1029 17043
-614 816 17590
-915 362 17334
-760 105 17228
-544 406 17269
-322 503 16994
-402 843 17023
-261 625 16457
-371 985 16679
-471 1005 16466
-610 733 16726
-787 986 16635
-419 1168 16777
-227 1625 17052
-233 1221 17019
-347 1252 17498
-510 942 16916
-523 731 17259
-642 524 17135
-703 371 17353
-608 671 16975
-350 624 16831
-175 957 16943
-254 805 16508
-471 1025 16762
-542 1105 16478
-719 1202 16720
-763 1450 16944
-463 1383 16860
-416 1700 17040
-238 1156 16955
-463 995 17224
-554 510 17001
-574 407 17134
-760 503 17140
-494 281 16954
-470 772 16847
-245 511 16486
-380 872 16661
-317 754 16494
-466 794 16597
-757 1114 16650
-724 1029 16981
-573 1438 16973
-179 1388 17051
-160 1576 17425
-371 1185 17262
-648 809 17465
-765 663 17088
-580 441 17483
-594 416 17117
-454 340 17247
-448 727 17021
-273 699 16711
-275 853 17064
-354 1080 16685
-451 1143 16945
-707 1348 16648
-662 1100 16979
-716 1525 17170
-214 1255 17024
-204 1267 17353
-408 814 17136
-503 480 17286
-733 576 17315
-616 400 16942
-625 646 17010
-397 453 16601
-321 777 16621
-311 844 16261
-261 963 16519
-506 942 16350
-720 851 16522
-822 1279 16762
-379 1340 16817
-240 1496 17210
-110 1399 16958
-348 1276 17389
-558 899 17060
-818 617 17305
-827 522 17263
-671 400 17037
-341 672 17303
-145 802 16660
-427 895 16987
-464 709 16656
-580 1145 16781
-521 1304 16842
-503 985 16591
-742 1308 17141
-451 1208 16944
-254 1423 17353
-149 1022 17020
-253 782 17203
-662 480 17182
-763 176 17211
-571 488 17312
-359 506 17011
-364 896 16898
-325 871 16538
-311 855 16747
-540 1021 16431
-557 788 16676
-691 941 16604
-451 1239 16797
-325 1572 17247
-255 1648 16984
-303 1259 17425
-550 1067 16861
-499 702 17323
-600 570 17112
-641 360 17076
-756 618 17184
-355 554 16944
-218 948 16931
-193 818 16456
-505 1022 16891
-544 999 16645
-586 996 16560
-711 1380 16908
-538 1378 16908
-442 1653 17035
-134 1151 16920
-248 1155 17080
-508 965 17120
-523 347 17159
-675 490 17067
-447 370 17033
-480 783 16941
-450 745 16723
-235 732 16741
-295 867 16390
-352 782 16682
-753 1133 16662
-676 998 16917
-734 1283 17063
-321 1301 17080
-148 1654 17475
-179 1289 17197
-605 955 17385
-869 620 17221
-808 397 17424
-697 617 17421
-391 452 17026
-538 643 17161
-416 601 16712
-207 922 16990
-152 1082 16684
-165 811 16527
-810 1274 16875
-705 1113 17030
-650 1639 17189
-218 1459 17014
-14 1062 16989
-351 1025 17009
-429 444 17280
-791 730 17365
-561 295 17016
-542 613 17138
-358 544 16782
-327 827 16942
-354 898 16260
-180 830 16504
-485 959 16386
-807 876 16552
-869 1107 16767
-628 1338 16457
-158 1551 17096
-178 1520 16970
-396 1282 17363
-641 918 17039
-645 482 16980
-873 621 17375
-719 372 17068
-354 665 17262
-176 776 16763
-346 846 16989
-530 901 16702
-433 717 16709
-550 1251 16903
-507 975 16681
-703 1305 17085
-409 1266 16952
-349 1426 17329
-218 1454 17146
-278 703 17129
-701 600 17278
-771 122 17255
-620 440 17357
-405 376 16950
-264 604 17144
-334 837 16641
-271 788 16660
-386 1026 16451
-562 653 16632
-888 927 16947
-628 1016 16827
-250 1623 17217
-141 1638 16935
-385 1338 17358
-579 926 16864
-519 721 17185
-633 827 17277
-670 407 16998
-744 443 17297
-372 544 16799
-220 957 16918
-237 1009 16611
-254 592 16414
-565 972 16740
-538 1037 16614
-742 1455 17008
-559 1351 16807
-393 1409 17057
-262 1492 17037
-348 1114 17065
-531 909 17173
-490 312 17094
-792 502 17161
-661 418 17080
-490 679 17136
-269 738 16723
-286 669 16644
-415 901 16526
-373 712 16700
-606 1077 16924
-693 888 16558
-721 1229 17155
-379 1370 17077
-161 1553 17483
-345 1332 17123
-367 862 17136
-698 728 17606
-766 501 17261
-767 625 17468
-448 391 17070
-432 548 16971
-401 679 16987
-402 726 16532
-318 940 16912
-263 713 16536
-683 1336 16868
-637 1169 17059
-730 1268 16742
-391 1320 17031
-66 1039 16872
-309 1131 17126
-478 428 17279
-853 705 17357
-603 289 17126
-565 503 17159
-458 589 16801
-388 714 16842
-370 904 16347
-199 751 16437
-460 1137 16734
-687 952 16505
-852 1036 16706
-591 1363 16551
-201 1482 17184
-262 1463 16999
-191 1109 16985
-476 1198 17213
-567 578 17001
-956 615 17414
-825 305 17087
-344 633 17322
-110 845 16961
-64 596 16620
-631 850 16820
-567 652 16681
-518 1283 16882
-413 1029 16553
-632 1155 17008
-708 1262 17206
-412 1301 17159
-195 1458 17103
-204 679 17008
-703 598 17325
-715 385 17175
-771 405 17210
-524 424 17003
-275 495 17132
-363 832 16556
-266 850 16690
-396 961 16886
-496 735 16526
-780 844 16910
-582 1035 16856
-339 1512 17106
-240 1621 16867
-308 1374 16855
-508 1320 17473
-524 748 17100
-682 868 17198
-654 271 16983
-701 475 17372
-662 699 17137
-193 721 16697
-267 965 16646
-197 532 16484
-579 1059 16782
-545 1046 16572
-578 1025 16520
-702 1432 16853
-434 1382 17083
-339 1614 17043
-285 1166 16934
-528 950 17215
-578 639 17024
-648 454 17359
-587 462 16936
-536 592 17082
-456 638 16706
-252 540 16626
-325 753 16731
-360 864 16488
-497 863 16796
-756 991 16533
-646 1176 17086
-488 1456 17015
-176 1224 16952
-130 1473 17342
-319 960 17095
-819 837 17594
-885 568 17192
-627 514 17533
-559 471 17253
-422 458 17087
-519 705 17021
-231 622 16616
-154 976 16859
-266 890 16624
-338 892 16896
-812 1160 16455
-604 1201 16839
-453 1493 17063
-219 1214 16948
-276 1150 17298
-356 982 16804
-569 597 17356
-716 384 17223
-649 453 17061
-406 632 16903
-316 670 16727
-346 755 17060
-296 797 16316
-408 1077 16689
-556 1026 16493
-806 986 16512
-698 1334 16655
-527 1456 16624
-269 1719 17213
-157 1226 16917
-454 1250 17342
-598 726 17088
-868 570 17429
-853 448 17327
-559 301 17015
-274 809 17191
-76 594 16649
-472 908 16923
-518 801 16611
-585 917 16798
-483 1217 16694
-484 1124 16829
-647 1457 17156
-514 1315 17061
-270 1400 17357
-268 1290 17037
-408 845 17448
-774 517 17038
-727 239 17254
-404 333 17174
-334 582 16925
-254 705 17053
-333 882 16526
-214 886 16826
-519 997 16480
-786 905 16798
-645 974 16854
-462 1046 16746
-155 1686 17363
-298 1573 16929
-547 1338 17532
-485 817 17031
-598 831 17243
-636 783 17295
-797 440 17162
-621 575 17164
-232 725 16739
-174 964 16861
-288 659 16557
-310 591 16425
-500 996 16495
-527 1050 16509
-772 1474 16974
-457 1350 16953
-342 1744 17070
-224 1439 16969
-396 1150 17148
-578 841 17201
-524 373 17208
-674 566 17120
-384 418 17095
-479 770 17270
-252 674 16693
-375 858 16798
-299 727 16418
-467 909 16705
-714 1065 16586
-674 982 16601
-662 1325 17058
-331 1344 17019
-133 1495 17529
-312 1189 17174
-618 870 17567
-735 697 17425
-647 355 17427
-661 569 17293
-407 417 17124
-485 759 17039
-366 662 16609
-345 680 16611
-307 1069 16767
-160 793 16558
-765 1304 16731
-715 1099 16999
-592 1512 17293
-294 1442 16864
24 1150 17153
-347 976 16843
-542 570 17295
-688 545 17217
-603 442 17071
-501 461 17288
-345 595 16749
-309 788 17038
-381 931 16236
-254 883 16623
-574 984 16348
-741 926 16516
-873 1120 16768
-475 1293 16516
-245 1665 17123
-208 1336 16934
-420 1189 17305
-516 1132 17206
-642 581 17002
-907 537 17367
-662 247 17020
-324 752 17123
-90 746 16731
-125 540 16756
-625 800 16696
-433 732 16645
-454 1297 16874
-470 988 16759
-715 1284 17113
-577 1215 17091
-343 1560 17442
-188 1423 17209
-353 715 17142
-769 571 17190
-652 126 17257
-762 541 17371
-451 394 16998
-388 612 17068
-236 831 16456
-177 851 16882
-516 1018 16404
-488 534 16590
-940 909 16827
-492 966 16804
-237 1603 17257
-243 1657 16828
-425 1312 17468
-654 1283 17193
-485 669 17210
-679 849 17315
-718 336 17036
-748 484 17242
-333 646 16819
-271 851 16910
-211 1014 16660
-276 572 16401
-649 1007 16572
-606 1015 16585
-686 1433 16984
-609 1378 16686
-343 1353 17119
-335 1487 16935
-370 1105 17179
-564 928 17162
-565 335 17141
-659 512 17385
-630 419 17062
-531 648 17316
-373 728 16614
-263 717 16660
-321 741 16464
-418 708 16520
-616 1003 16857
-708 952 16501
-681 1229 17170
-386 1328 16968
-147 1488 17446
-187 1434 17191
-439 823 17019
-809 726 17592
-741 372 17267
-644 639 17465
-488 442 17105
-457 429 17115
-470 626 16972
-312 725 16532
-199 1077 16775
-311 778 16571
-713 1141 16736
-763 1341 16578
-694 1361 16911
-414 1393 16926
-86 997 16964
-247 1012 17125
-493 518 17230
-949 580 17366
-723 366 17075
-539 377 17316
-457 575 16724
-360 808 16930
-354 878 16240
-6 747 16374
-446 1050 16743
-721 1003 16512
-845 1122 16604
-572 1308 16583
-251 1528 17090
-79 1734 17163
-189 1105 16815
-473 1189 17340
-610 474 16949
-933 531 17360
-693 336 17109
-508 373 17051
-201 868 17041
-85 520 16620
-572 898 16737
-501 659 16750
-607 1313 16908
-444 1086 16674
-537 1144 17021
-652 1332 17191
-489 1391 17350
-260 1330 17100
-174 687 17180
-740 885 17546
-794 403 17194
-829 336 17222
-413 451 17000
-166 487 17044
-348 871 16644
-248 651 16422
-385 1012 16875
-399 656 16586
-844 999 16968
-655 973 16818
-352 1557 17203
-226 1548 17088
-200 1328 16991
-567 1301 17475
-508 663 17146
-690 925 17312
-653 360 16968
-678 355 17245
-645 730 17103
-249 757 16838
-242 1032 16657
-196 630 16442
-541 1019 16838
-605 1024 16450
-606 1073 16564
-641 1414 16794
-343 1372 17109
-412 1617 17024
-320 1077 17013
-551 1049 17255
-536 673 17082
-699 438 17369
-663 484 17042
-455 582 17209
-341 837 16669
-248 611 16615
-505 864 16748
-395 729 16467
-539 963 16866
-697 987 16529
-645 1176 17284
-397 1362 16992
-181 1273 16957
-207 1432 17359
-340 878 17200
-776 850 17636
-798 563 17198
-641 283 17355
-531 567 17333
-405 397 17096
-494 762 17051
-317 672 16636
-210 964 16929
-264 1176 16459
-199 909 16817
-784 1291 16465
-646 1147 16843
-363 1415 17088
-170 1136 16849
-343 1143 17335
-362 990 16874
-539 550 17322
-707 419 16962
-643 469 17107
-438 608 16928
-360 458 16536
-279 815 16960
-308 851 16324
-480 1022 16733
-648 992 16431
-765 1021 16529
-630 1425 16818
-433 1370 16723
-305 1651 17134
-185 1247 16802
-488 1248 17348
-524 662 17042
-842 577 17192
-900 504 17232
-547 391 17096
-174 721 17121
-65 641 16584
-542 926 16940
-546 584 16624
-454 801 16945
-369 1260 16704
-537 1118 16938
-751 1412 17253
-427 1297 17097
