W (9041) main: 2,1060, us,,,,,,,,,,,,,,,,,,,
W (10041) main: 2,1076, us,,,,,,,,,,,,,,,,,,,
W (11041) main: 2,1069, us,,,,,,,,,,,,,,,,,,,
W (12041) main: 2,1024, us,,,,,,,,,,,,,,,,,,,
W (13041) main: 2,1018, us,,,,,,,,,,,,,,,,,,,
W (14041) main: 2,1099, us,,,,,,,,,,,,,,,,,,,
W (15041) main: 2,1041, us,,,,,,,,,,,,,,,,,,,
W (16041) main: 2,1026, us,,,,,,,,,,,,,,,,,,,
W (17041) main: 2,1025, us,,,,,,,,,,,,,,,,,,,
W (18041) main: 2,1015, us,,,,,,,,,,,,,,,,,,,
W (19131) main: 2,1153, us,,,,,,,,,,,,,,,,,,,
W (4126) main: 2,5110, us,,,,,,,,,,,,,,,,,,,
W (5136) main: 2,4986, us,,,,,,,,,,,,,,,,,,,
W (6136) main: 2,4965, us,,,,,,,,,,,,,,,,,,,
W (7136) main: 2,4946, us,,,,,,,,,,,,,,,,,,,
W (8146) main: 2,4948, us,,,,,,,,,,,,,,,,,,,
W (9146) main: 2,4981, us,,,,,,,,,,,,,,,,,,,
W (10156) main: 2,4991, us,,,,,,,,,,,,,,,,,,,
W (11156) main: 2,4951, us,,,,,,,,,,,,,,,,,,,
W (12156) main: 2,4966, us,,,,,,,,,,,,,,,,,,,
W (13166) main: 2,4955, us,,,,,,,,,,,,,,,,,,,
W (14166) main: 2,4952, us,,,,,,,,,,,,,,,,,,,
W (15176) main: 2,4965, us,,,,,,,,,,,,,,,,,,,
W (16176) main: 2,5248, us,,,,,,,,,,,,,,,,,,,
W (17176) main: 2,4949, us,,,,,,,,,,,,,,,,,,,
W (18186) main: 2,4949, us,,,,,,,,,,,,,,,,,,,
W (19186) main: 2,4938, us,,,,,,,,,,,,,,,,,,,
W (20186) main: 2,4950, us,,,,,,,,,,,,,,,,,,,
W (21196) main: 2,4971, us,,,,,,,,,,,,,,,,,,,
W (22196) main: 2,4940, us,,,,,,,,,,,,,,,,,,,
W (23226) main: 2,5824, us,,,,,,,,,,,,,,,,,,,
W (4106) main: 2,3285, us,,,,,,,,,,,,,,,,,,,
W (5116) main: 2,3145, us,,,,,,,,,,,,,,,,,,,
W (6126) main: 2,3146, us,,,,,,,,,,,,,,,,,,,
W (7126) main: 2,3161, us,,,,,,,,,,,,,,,,,,,
W (8126) main: 2,3095, us,,,,,,,,,,,,,,,,,,,
W (9126) main: 2,3111, us,,,,,,,,,,,,,,,,,,,
W (10126) main: 2,3124, us,,,,,,,,,,,,,,,,,,,
W (11126) main: 2,3097, us,,,,,,,,,,,,,,,,,,,
W (12126) main: 2,3097, us,,,,,,,,,,,,,,,,,,,
W (13126) main: 2,3097, us,,,,,,,,,,,,,,,,,,,
W (14126) main: 2,3107, us,,,,,,,,,,,,,,,,,,,
W (15126) main: 2,3142, us,,,,,,,,,,,,,,,,,,,
W (16126) main: 2,3106, us,,,,,,,,,,,,,,,,,,,
W (17126) main: 2,3093, us,,,,,,,,,,,,,,,,,,,
W (18146) main: 2,3212, us,,,,,,,,,,,,,,,,,,,
W (4136) main: 2,4346, us,,,,,,,,,,,,,,,,,,,
W (5136) main: 2,3288, us,,,,,,,,,,,,,,,,,,,
W (6136) main: 2,3323, us,,,,,,,,,,,,,,,,,,,
W (7146) main: 2,3794, us,,,,,,,,,,,,,,,,,,,
W (8146) main: 2,3370, us,,,,,,,,,,,,,,,,,,,
W (9156) main: 2,4056, us,,,,,,,,,,,,,,,,,,,
W (10156) main: 2,3260, us,,,,,,,,,,,,,,,,,,,
W (11156) main: 2,3238, us,,,,,,,,,,,,,,,,,,,
W (12166) main: 2,3270, us,,,,,,,,,,,,,,,,,,,
W (13166) main: 2,3230, us,,,,,,,,,,,,,,,,,,,
W (14176) main: 2,3257, us,,,,,,,,,,,,,,,,,,,
W (15176) main: 2,3225, us,,,,,,,,,,,,,,,,,,,
W (16176) main: 2,3382, us,,,,,,,,,,,,,,,,,,,
W (17186) main: 2,3282, us,,,,,,,,,,,,,,,,,,,
W (18186) main: 2,3217, us,,,,,,,,,,,,,,,,,,,
