W (12161) main: 0,97557, us,,,,,,,,,,
W (13151) main: 2,76192, us,,,,,,,,,,
W (13161) main: 1,98979, us,,,,,,,,,,
W (13161) main: 0,96654, us,,,,,,,,,,
W (14151) main: 2,76804, us,,,,,,,,,,
W (14161) main: 1,100969, us,,,,,,,,,,
W (14171) main: 0,100404, us,,,,,,,,,,
W (15161) main: 2,80304, us,,,,,,,,,,
W (15161) main: 1,100410, us,,,,,,,,,,
W (15161) main: 0,97501, us,,,,,,,,,,
W (16151) main: 2,77944, us,,,,,,,,,,
W (16161) main: 1,99731, us,,,,,,,,,,
W (16161) main: 0,96933, us,,,,,,,,,,
W (17151) main: 2,76678, us,,,,,,,,,,
W (17161) main: 1,99663, us,,,,,,,,,,
W (17161) main: 0,98201, us,,,,,,,,,,
W (18151) main: 2,75290, us,,,,,,,,,,
W (18151) main: 1,97815, us,,,,,,,,,,
W (18161) main: 0,95750, us,,,,,,,,,,
W (19151) main: 1,91655, us,,,,,,,,,,
W (19161) main: 0,95361, us,,,,,,,,,,
W (19161) main: 2,89305, us,,,,,,,,,,
W (20151) main: 2,79284, us,,,,,,,,,,
W (20161) main: 1,99629, us,,,,,,,,,,
W (20161) main: 0,97442, us,,,,,,,,,,
W (21161) main: 0,90622, us,,,,,,,,,,
W (21161) main: 2,84377, us,,,,,,,,,,
W (21161) main: 1,105882, us,,,,,,,,,,
W (22161) main: 2,80086, us,,,,,,,,,,
W (22161) main: 1,99841, us,,,,,,,,,,
W (22161) main: 0,96993, us,,,,,,,,,,
W (4121) main: 1,57281, us,,,,,,,,,,
W (4131) main: 2,72059, us,,,,,,,,,,
W (4131) main: 0,76941, us,,,,,,,,,,
W (5161) main: 2,72954, us,,,,,,,,,,
W (5161) main: 0,75977, us,,,,,,,,,,
W (5171) main: 1,71158, us,,,,,,,,,,
W (6181) main: 1,61986, us,,,,,,,,,,
W (6181) main: 2,72097, us,,,,,,,,,,
W (6191) main: 0,75834, us,,,,,,,,,,
W (7201) main: 1,64658, us,,,,,,,,,,
W (7211) main: 2,75129, us,,,,,,,,,,
W (7211) main: 0,79017, us,,,,,,,,,,
W (8221) main: 2,70309, us,,,,,,,,,,
W (8221) main: 0,72463, us,,,,,,,,,,
W (8231) main: 1,70637, us,,,,,,,,,,
W (9241) main: 1,65088, us,,,,,,,,,,
W (9251) main: 2,77629, us,,,,,,,,,,
W (9251) main: 0,80567, us,,,,,,,,,,
W (10261) main: 1,58687, us,,,,,,,,,,
W (10281) main: 0,78318, us,,,,,,,,,,
W (10281) main: 2,81032, us,,,,,,,,,,
W (11291) main: 2,70065, us,,,,,,,,,,
W (11301) main: 1,76048, us,,,,,,,,,,
W (11301) main: 0,82168, us,,,,,,,,,,
W (12311) main: 1,64023, us,,,,,,,,,,
W (12321) main: 2,76130, us,,,,,,,,,,
W (12321) main: 0,78624, us,,,,,,,,,,
W (13331) main: 1,62455, us,,,,,,,,,,
W (13341) main: 2,83484, us,,,,,,,,,,
W (13351) main: 0,87098, us,,,,,,,,,,
W (14351) main: 1,63136, us,,,,,,,,,,
W (14361) main: 2,71978, us,,,,,,,,,,
W (14361) main: 0,75621, us,,,,,,,,,,
W (15381) main: 1,65939, us,,,,,,,,,,
W (15401) main: 2,82356, us,,,,,,,,,,
W (15401) main: 0,84992, us,,,,,,,,,,
W (16401) main: 1,63940, us,,,,,,,,,,
W (16401) main: 0,72742, us,,,,,,,,,,
W (16411) main: 2,75335, us,,,,,,,,,,
W (17791) main: 2,441014, us,,,,,,,,,,
W (17801) main: 0,448676, us,,,,,,,,,,
W (17811) main: 1,450748, us,,,,,,,,,,
W (4141) main: 2,81005, us,,,,,,,,,,
W (4141) main: 1,99029, us,,,,,,,,,,
W (4151) main: 0,100395, us,,,,,,,,,,
W (5131) main: 1,91350, us,,,,,,,,,,
W (5141) main: 0,98644, us,,,,,,,,,,
W (5151) main: 2,90579, us,,,,,,,,,,
W (6131) main: 1,91308, us,,,,,,,,,,
W (6141) main: 2,87592, us,,,,,,,,,,
W (6151) main: 0,102054, us,,,,,,,,,,
W (7131) main: 1,91345, us,,,,,,,,,,
W (7151) main: 2,90626, us,,,,,,,,,,
W (7151) main: 0,101529, us,,,,,,,,,,
W (8131) main: 1,91312, us,,,,,,,,,,
W (8141) main: 2,86690, us,,,,,,,,,,
W (8151) main: 0,101127, us,,,,,,,,,,
W (9131) main: 1,91363, us,,,,,,,,,,
W (9141) main: 2,88480, us,,,,,,,,,,
W (9151) main: 0,101903, us,,,,,,,,,,
W (10131) main: 1,91364, us,,,,,,,,,,
W (10141) main: 0,97913, us,,,,,,,,,,
W (10151) main: 2,91221, us,,,,,,,,,,
W (11131) main: 1,91272, us,,,,,,,,,,
W (11141) main: 2,89444, us,,,,,,,,,,
W (11151) main: 0,100142, us,,,,,,,,,,
W (12131) main: 1,91604, us,,,,,,,,,,
W (12141) main: 0,95428, us,,,,,,,,,,
W (12141) main: 2,88343, us,,,,,,,,,,
W (13131) main: 1,91310, us,,,,,,,,,,
W (13141) main: 2,86597, us,,,,,,,,,,
W (13151) main: 0,102419, us,,,,,,,,,,
W (14131) main: 1,91315, us,,,,,,,,,,
W (14141) main: 0,98247, us,,,,,,,,,,
W (14151) main: 2,90404, us,,,,,,,,,,
W (15131) main: 1,91123, us,,,,,,,,,,
W (15141) main: 0,97894, us,,,,,,,,,,
W (15151) main: 2,91088, us,,,,,,,,,,
W (16131) main: 1,91489, us,,,,,,,,,,
W (16141) main: 0,96933, us,,,,,,,,,,
W (16151) main: 2,92308, us,,,,,,,,,,
W (17131) main: 1,91508, us,,,,,,,,,,
W (17151) main: 0,100118, us,,,,,,,,,,
W (17151) main: 2,93584, us,,,,,,,,,,
W (18131) main: 1,91516, us,,,,,,,,,,
W (18141) main: 2,83706, us,,,,,,,,,,
W (18151) main: 0,101020, us,,,,,,,,,,
W (19131) main: 1,91763, us,,,,,,,,,,
W (19141) main: 0,95636, us,,,,,,,,,,
W (19141) main: 2,89195, us,,,,,,,,,,
W (20131) main: 1,91520, us,,,,,,,,,,
W (20141) main: 2,88703, us,,,,,,,,,,
W (20151) main: 0,102083, us,,,,,,,,,,
W (21131) main: 1,91355, us,,,,,,,,,,
W (21141) main: 2,87698, us,,,,,,,,,,
W (21151) main: 0,100133, us,,,,,,,,,,
W (22131) main: 1,91081, us,,,,,,,,,,
W (22141) main: 2,83126, us,,,,,,,,,,
W (22141) main: 0,96870, us,,,,,,,,,,
W (4356) main: 2,254472, us,,,,,,,,,,
W (4366) main: 0,255849, us,,,,,,,,,,
W (4386) main: 1,276542, us,,,,,,,,,,
W (5506) main: 0,253920, us,,,,,,,,,,
W (5516) main: 2,267685, us,,,,,,,,,,
W (5516) main: 1,271676, us,,,,,,,,,,
W (6646) main: 1,254046, us,,,,,,,,,,
W (6656) main: 2,264382, us,,,,,,,,,,
W (6666) main: 0,260842, us,,,,,,,,,,
W (7806) main: 1,272979, us,,,,,,,,,,
W (7806) main: 2,276626, us,,,,,,,,,,
W (7816) main: 0,270219, us,,,,,,,,,,
W (8936) main: 1,258299, us,,,,,,,,,,
W (8956) main: 0,265547, us,,,,,,,,,,
W (8956) main: 2,274486, us,,,,,,,,,,
W (10076) main: 0,255448, us,,,,,,,,,,
W (10086) main: 2,267195, us,,,,,,,,,,
W (10096) main: 1,273656, us,,,,,,,,,,
W (11216) main: 2,262081, us,,,,,,,,,,
W (11226) main: 0,265564, us,,,,,,,,,,
W (11236) main: 1,276555, us,,,,,,,,,,
W (12376) main: 2,268345, us,,,,,,,,,,
W (12376) main: 0,265160, us,,,,,,,,,,
W (12376) main: 1,275685, us,,,,,,,,,,
W (13496) main: 0,255335, us,,,,,,,,,,
W (13506) main: 2,268155, us,,,,,,,,,,
W (13516) main: 1,274253, us,,,,,,,,,,
W (14636) main: 0,249891, us,,,,,,,,,,
W (14646) main: 2,267616, us,,,,,,,,,,
W (14646) main: 1,273093, us,,,,,,,,,,
W (15766) main: 2,259807, us,,,,,,,,,,
W (15776) main: 1,265748, us,,,,,,,,,,
W (15786) main: 0,270507, us,,,,,,,,,,
W (16906) main: 0,255847, us,,,,,,,,,,
W (16916) main: 2,268135, us,,,,,,,,,,
W (16926) main: 1,272147, us,,,,,,,,,,
W (4366) main: 2,258653, us,,,,,,,,,,
W (4376) main: 1,263288, us,,,,,,,,,,
W (4376) main: 0,268748, us,,,,,,,,,,
W (5506) main: 2,261106, us,,,,,,,,,,
W (5516) main: 1,269429, us,,,,,,,,,,
W (5526) main: 0,270141, us,,,,,,,,,,
W (6646) main: 0,254776, us,,,,,,,,,,
W (6656) main: 2,266740, us,,,,,,,,,,
W (6666) main: 1,272117, us,,,,,,,,,,
W (7786) main: 2,258125, us,,,,,,,,,,
W (7786) main: 1,263911, us,,,,,,,,,,
W (7796) main: 0,266111, us,,,,,,,,,,
W (8936) main: 2,268645, us,,,,,,,,,,
W (8936) main: 1,269926, us,,,,,,,,,,
W (8946) main: 0,272030, us,,,,,,,,,,
W (10066) main: 2,264101, us,,,,,,,,,,
W (10076) main: 1,272380, us,,,,,,,,,,
W (10076) main: 0,273057, us,,,,,,,,,,
W (11186) main: 1,257428, us,,,,,,,,,,
W (11206) main: 0,265121, us,,,,,,,,,,
W (11206) main: 2,275351, us,,,,,,,,,,
W (12356) main: 0,263704, us,,,,,,,,,,
W (12356) main: 1,274347, us,,,,,,,,,,
W (12356) main: 2,278113, us,,,,,,,,,,
W (13496) main: 2,265060, us,,,,,,,,,,
W (13506) main: 0,272215, us,,,,,,,,,,
W (13506) main: 1,276260, us,,,,,,,,,,
W (14616) main: 0,246627, us,,,,,,,,,,
W (14636) main: 2,263741, us,,,,,,,,,,
W (14636) main: 1,269678, us,,,,,,,,,,
W (15786) main: 1,273144, us,,,,,,,,,,
W (15786) main: 0,273113, us,,,,,,,,,,
W (15786) main: 2,276833, us,,,,,,,,,,
W (16916) main: 2,264172, us,,,,,,,,,,
W (16916) main: 1,270855, us,,,,,,,,,,
W (16926) main: 0,269941, us,,,,,,,,,,
W (18046) main: 0,265448, us,,,,,,,,,,
W (18056) main: 1,274624, us,,,,,,,,,,
W (18056) main: 2,275826, us,,,,,,,,,,
W (19196) main: 0,262895, us,,,,,,,,,,
W (19196) main: 2,275131, us,,,,,,,,,,
W (19196) main: 1,276390, us,,,,,,,,,,
W (20326) main: 2,266684, us,,,,,,,,,,
W (20336) main: 1,273053, us,,,,,,,,,,
W (20336) main: 0,274478, us,,,,,,,,,,
W (4376) main: 2,257039, us,,,,,,,,,,
W (4386) main: 1,266568, us,,,,,,,,,,
W (4386) main: 0,267266, us,,,,,,,,,,
W (5526) main: 0,251893, us,,,,,,,,,,
W (5536) main: 2,266927, us,,,,,,,,,,
W (5536) main: 1,271541, us,,,,,,,,,,
W (6676) main: 0,253309, us,,,,,,,,,,
W (6686) main: 2,264281, us,,,,,,,,,,
W (6686) main: 1,270791, us,,,,,,,,,,
W (7816) main: 0,251335, us,,,,,,,,,,
W (7826) main: 2,268161, us,,,,,,,,,,
W (7826) main: 1,274797, us,,,,,,,,,,
W (8956) main: 1,247102, us,,,,,,,,,,
W (8966) main: 2,260111, us,,,,,,,,,,
W (8976) main: 0,263984, us,,,,,,,,,,
W (10096) main: 0,248131, us,,,,,,,,,,
W (10106) main: 2,263866, us,,,,,,,,,,
W (10116) main: 1,270036, us,,,,,,,,,,
W (11236) main: 0,253362, us,,,,,,,,,,
W (11246) main: 2,263869, us,,,,,,,,,,
W (11246) main: 1,270368, us,,,,,,,,,,
W (12386) main: 1,272524, us,,,,,,,,,,
W (12396) main: 0,269555, us,,,,,,,,,,
W (12396) main: 2,276629, us,,,,,,,,,,
W (13516) main: 0,255348, us,,,,,,,,,,
W (13526) main: 2,265942, us,,,,,,,,,,
W (13536) main: 1,271290, us,,,,,,,,,,
W (14646) main: 1,255621, us,,,,,,,,,,
W (14656) main: 2,264394, us,,,,,,,,,,
W (14666) main: 0,261891, us,,,,,,,,,,
W (15786) main: 0,253398, us,,,,,,,,,,
W (15796) main: 2,265750, us,,,,,,,,,,
W (15796) main: 1,269974, us,,,,,,,,,,
W (16926) main: 2,259853, us,,,,,,,,,,
W (16936) main: 0,262123, us,,,,,,,,,,
W (16936) main: 1,272715, us,,,,,,,,,,
W (18066) main: 1,254013, us,,,,,,,,,,
W (18076) main: 2,265846, us,,,,,,,,,,
W (18086) main: 0,262361, us,,,,,,,,,,
W (19216) main: 0,263607, us,,,,,,,,,,
W (19226) main: 1,270255, us,,,,,,,,,,
W (19226) main: 2,272035, us,,,,,,,,,,
W (20346) main: 1,256195, us,,,,,,,,,,
W (20356) main: 2,264793, us,,,,,,,,,,
W (20366) main: 0,261081, us,,,,,,,,,,
W (21476) main: 1,255019, us,,,,,,,,,,
W (21496) main: 2,269303, us,,,,,,,,,,
W (21496) main: 0,265167, us,,,,,,,,,,
W (22616) main: 0,254525, us,,,,,,,,,,
W (22626) main: 2,265497, us,,,,,,,,,,
W (22636) main: 1,271313, us,,,,,,,,,,
W (23756) main: 0,254129, us,,,,,,,,,,
W (23766) main: 2,267630, us,,,,,,,,,,
W (23776) main: 1,273057, us,,,,,,,,,,
