W (10176) main: 1,4535, us,,,,,,,,,,,,,,,,,,,
W (10176) main: 2,10011, us,,,,,,,,,,,,,,,,,,,
W (11186) main: 0,5149, us,,,,,,,,,,,,,,,,,,,
W (11186) main: 1,4514, us,,,,,,,,,,,,,,,,,,,
W (11186) main: 2,9332, us,,,,,,,,,,,,,,,,,,,
W (12186) main: 2,4631, us,,,,,,,,,,,,,,,,,,,
W (12186) main: 0,5062, us,,,,,,,,,,,,,,,,,,,
W (12196) main: 1,4608, us,,,,,,,,,,,,,,,,,,,
W (13196) main: 0,5005, us,,,,,,,,,,,,,,,,,,,
W (13196) main: 1,4523, us,,,,,,,,,,,,,,,,,,,
W (13196) main: 2,9498, us,,,,,,,,,,,,,,,,,,,
W (14196) main: 2,4711, us,,,,,,,,,,,,,,,,,,,
W (14206) main: 1,4857, us,,,,,,,,,,,,,,,,,,,
W (14206) main: 0,10582, us,,,,,,,,,,,,,,,,,,,
W (15206) main: 2,4895, us,,,,,,,,,,,,,,,,,,,
W (15206) main: 0,5308, us,,,,,,,,,,,,,,,,,,,
W (15216) main: 1,4608, us,,,,,,,,,,,,,,,,,,,
W (16226) main: 2,4840, us,,,,,,,,,,,,,,,,,,,
W (16226) main: 0,5336, us,,,,,,,,,,,,,,,,,,,
W (16236) main: 1,4613, us,,,,,,,,,,,,,,,,,,,
W (4116) main: 1,4141, us,,,,,,,,,,,,,,,,,,,
W (4116) main: 2,2920, us,,,,,,,,,,,,,,,,,,,
W (4116) main: 0,7844, us,,,,,,,,,,,,,,,,,,,
W (5116) main: 1,3087, us,,,,,,,,,,,,,,,,,,,
W (5116) main: 0,3511, us,,,,,,,,,,,,,,,,,,,
W (5116) main: 2,2922, us,,,,,,,,,,,,,,,,,,,
W (6116) main: 1,3026, us,,,,,,,,,,,,,,,,,,,
W (6116) main: 0,3548, us,,,,,,,,,,,,,,,,,,,
W (6126) main: 2,2932, us,,,,,,,,,,,,,,,,,,,
W (7126) main: 0,3415, us,,,,,,,,,,,,,,,,,,,
W (7126) main: 1,6335, us,,,,,,,,,,,,,,,,,,,
W (7136) main: 2,6148, us,,,,,,,,,,,,,,,,,,,
W (8136) main: 1,5995, us,,,,,,,,,,,,,,,,,,,
W (8146) main: 2,11727, us,,,,,,,,,,,,,,,,,,,
W (8146) main: 0,18860, us,,,,,,,,,,,,,,,,,,,
W (9146) main: 1,3387, us,,,,,,,,,,,,,,,,,,,
W (9156) main: 0,6187, us,,,,,,,,,,,,,,,,,,,
W (9156) main: 2,10545, us,,,,,,,,,,,,,,,,,,,
W (10166) main: 1,5781, us,,,,,,,,,,,,,,,,,,,
W (10176) main: 0,14220, us,,,,,,,,,,,,,,,,,,,
W (10176) main: 2,16616, us,,,,,,,,,,,,,,,,,,,
W (11186) main: 1,6341, us,,,,,,,,,,,,,,,,,,,
W (11196) main: 2,12784, us,,,,,,,,,,,,,,,,,,,
W (11196) main: 0,17100, us,,,,,,,,,,,,,,,,,,,
W (12196) main: 1,3381, us,,,,,,,,,,,,,,,,,,,
W (12196) main: 0,3699, us,,,,,,,,,,,,,,,,,,,
W (12206) main: 2,8505, us,,,,,,,,,,,,,,,,,,,
W (13206) main: 0,3603, us,,,,,,,,,,,,,,,,,,,
W (13206) main: 1,5934, us,,,,,,,,,,,,,,,,,,,
W (13216) main: 2,10471, us,,,,,,,,,,,,,,,,,,,
W (14226) main: 1,3294, us,,,,,,,,,,,,,,,,,,,
W (14226) main: 2,8829, us,,,,,,,,,,,,,,,,,,,
W (14236) main: 0,17709, us,,,,,,,,,,,,,,,,,,,
W (15246) main: 1,3139, us,,,,,,,,,,,,,,,,,,,
W (15246) main: 2,9117, us,,,,,,,,,,,,,,,,,,,
W (15256) main: 0,17527, us,,,,,,,,,,,,,,,,,,,
W (16256) main: 1,6028, us,,,,,,,,,,,,,,,,,,,
W (16266) main: 0,13312, us,,,,,,,,,,,,,,,,,,,
W (16276) main: 2,14932, us,,,,,,,,,,,,,,,,,,,
W (17276) main: 1,6154, us,,,,,,,,,,,,,,,,,,,
W (17286) main: 0,15763, us,,,,,,,,,,,,,,,,,,,
W (17296) main: 2,14692, us,,,,,,,,,,,,,,,,,,,
W (18296) main: 1,3339, us,,,,,,,,,,,,,,,,,,,
W (18296) main: 2,8962, us,,,,,,,,,,,,,,,,,,,
W (18306) main: 0,17444, us,,,,,,,,,,,,,,,,,,,
W (19306) main: 1,5936, us,,,,,,,,,,,,,,,,,,,
W (19316) main: 0,14169, us,,,,,,,,,,,,,,,,,,,
W (19326) main: 2,13663, us,,,,,,,,,,,,,,,,,,,
W (20326) main: 1,6175, us,,,,,,,,,,,,,,,,,,,
W (20326) main: 0,12909, us,,,,,,,,,,,,,,,,,,,
W (20336) main: 2,13821, us,,,,,,,,,,,,,,,,,,,
W (4116) main: 2,4437, us,,,,,,,,,,,,,,,,,,,
W (4116) main: 0,4458, us,,,,,,,,,,,,,,,,,,,
W (4126) main: 1,3134, us,,,,,,,,,,,,,,,,,,,
W (5126) main: 1,3159, us,,,,,,,,,,,,,,,,,,,
W (5126) main: 0,4651, us,,,,,,,,,,,,,,,,,,,
W (5126) main: 2,6533, us,,,,,,,,,,,,,,,,,,,
W (6136) main: 2,3167, us,,,,,,,,,,,,,,,,,,,
W (6136) main: 0,3625, us,,,,,,,,,,,,,,,,,,,
W (6136) main: 1,3096, us,,,,,,,,,,,,,,,,,,,
W (7136) main: 2,3155, us,,,,,,,,,,,,,,,,,,,
W (7136) main: 0,3572, us,,,,,,,,,,,,,,,,,,,
W (7136) main: 1,3118, us,,,,,,,,,,,,,,,,,,,
W (8136) main: 2,3322, us,,,,,,,,,,,,,,,,,,,
W (8136) main: 0,3728, us,,,,,,,,,,,,,,,,,,,
W (8146) main: 1,3152, us,,,,,,,,,,,,,,,,,,,
W (9146) main: 0,3668, us,,,,,,,,,,,,,,,,,,,
W (9146) main: 1,3043, us,,,,,,,,,,,,,,,,,,,
W (9146) main: 2,6418, us,,,,,,,,,,,,,,,,,,,
W (10146) main: 2,3146, us,,,,,,,,,,,,,,,,,,,
W (10146) main: 0,4539, us,,,,,,,,,,,,,,,,,,,
W (10146) main: 1,3170, us,,,,,,,,,,,,,,,,,,,
W (11146) main: 2,3159, us,,,,,,,,,,,,,,,,,,,
W (11146) main: 0,3601, us,,,,,,,,,,,,,,,,,,,
W (11156) main: 1,3139, us,,,,,,,,,,,,,,,,,,,
W (12156) main: 1,3232, us,,,,,,,,,,,,,,,,,,,
W (12156) main: 0,3729, us,,,,,,,,,,,,,,,,,,,
W (12156) main: 2,6626, us,,,,,,,,,,,,,,,,,,,
W (13156) main: 2,3154, us,,,,,,,,,,,,,,,,,,,
W (13156) main: 0,3598, us,,,,,,,,,,,,,,,,,,,
W (13166) main: 1,3127, us,,,,,,,,,,,,,,,,,,,
W (14166) main: 0,3590, us,,,,,,,,,,,,,,,,,,,
W (14166) main: 1,3062, us,,,,,,,,,,,,,,,,,,,
W (14166) main: 2,6476, us,,,,,,,,,,,,,,,,,,,
W (15166) main: 2,3181, us,,,,,,,,,,,,,,,,,,,
W (15166) main: 0,3629, us,,,,,,,,,,,,,,,,,,,
W (15166) main: 1,3103, us,,,,,,,,,,,,,,,,,,,
W (16166) main: 2,3152, us,,,,,,,,,,,,,,,,,,,
W (16166) main: 0,3595, us,,,,,,,,,,,,,,,,,,,
W (16176) main: 1,3124, us,,,,,,,,,,,,,,,,,,,
W (17176) main: 0,3576, us,,,,,,,,,,,,,,,,,,,
W (17176) main: 1,3110, us,,,,,,,,,,,,,,,,,,,
W (17176) main: 2,6397, us,,,,,,,,,,,,,,,,,,,
W (18176) main: 2,3139, us,,,,,,,,,,,,,,,,,,,
W (18176) main: 0,3586, us,,,,,,,,,,,,,,,,,,,
